Tejas Document Number,Document Date,Annexure Number,Annexure Date,Serial Number,Item Description,Quantity,Carried Forward Balance,Balance From Previous Annexure,Job Worker DC Number,Date,Item Description,Board Quantity,Nature of Process Done,Per Board,Consumption,Total Consumption,Balance,Balance C/F to Annexure,Returned,Scrap
2014257677,2/9/2015,1563,2/9/2015,1,001-PCC000027-E,12,100,1522,,,,,,,,0,112,1578,0,0
2014257677,2/9/2015,1563,2/9/2015,2,999-ABC000007-E,100,1127,1522,,,,,,,,0,0,,0,1227
2014257677,2/9/2015,1563,2/9/2015,3,999-ACC000048-E,100,1977,1491,,,,,,,,0,2077,1647,0,0
2014257677,2/9/2015,1563,2/9/2015,4,999-ACC000050-E,500,1880,1559,,,,,,,,0,0,,0,2380
2014257677,2/9/2015,1563,2/9/2015,5,999-ACC000094-E,500,2924,1559,,,,,,,,0,414,1594,3010,0
2014257677,2/9/2015,1563,2/9/2015,6,999-ACC000100-E,1000,848,1550,,,,,,,,0,1848,1736,0,0
2014257677,2/9/2015,1563,2/9/2015,7,999-ACC000304-E,100,0,,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,8,48,48,0,,0,52
2014257677,2/9/2015,1563,2/9/2015,8,999-ACC000314-E,1200,0,,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,153,918,918,0,,253,29
2014257677,2/9/2015,1563,2/9/2015,9,999-ACC000372-E,200,0,,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,11,66,66,0,,69,65
2014257677,2/9/2015,1563,2/9/2015,10,999-ACC000383-E,100,0,,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,2,12,12,0,,48,40
2014257677,2/9/2015,1563,2/9/2015,11,999-ACC000387-E,500,0,,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,62,372,372,0,,0,128
2014257677,2/9/2015,1563,2/9/2015,12,999-ACC000403-E,100,0,,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,8,48,48,0,,26,26
2014257677,2/9/2015,1563,2/9/2015,13,999-AHC000003-E,12,0,,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,1,6,6,0,,6,0
2014257677,2/9/2015,1563,2/9/2015,14,999-AIC000050-E,250,2545,1553,,,,,,,,0,2795,1579,0,0
2014257677,2/9/2015,1563,2/9/2015,15,999-AIC000074-E,20,77,1559,,,,,,,,0,0,,0,97
2014257677,2/9/2015,1563,2/9/2015,16,999-AJC000025-E,25,0,,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,1,6,6,19,1618,0,0
2014257677,2/9/2015,1563,2/9/2015,17,999-AXC000023-E,25,3,1495,,,,,,,,0,28,1627,0,0
2014257677,2/9/2015,1563,2/9/2015,18,999-AYC000009-E,100,0,,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,2,12,12,84,1578,0,4
2014257677,2/9/2015,1563,2/9/2015,19,999-AYC000010-E,100,184,1550,,,,,,,,0,0,,0,284
2014257677,2/9/2015,1563,2/9/2015,20,999-AYC000019-E,101,67,1558,,,,,,,,0,168,1597,0,0
2014257677,2/9/2015,1563,2/9/2015,21,999-AYC000036-E,100,198,1550,,,,,,,,0,0,,0,298
2014257677,2/9/2015,1563,2/9/2015,22,999-AYC000111-E,100,546,1558,,,,,,,,0,0,,614,32
2014257677,2/9/2015,1563,2/9/2015,23,999-AYC000124-E,750,342,1558,,,,,,,,0,0,,752,340
2014257677,2/9/2015,1563,2/9/2015,24,999-AYC000194-E,100,0,,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,2,12,12,84,1579,0,4
2014257677,2/9/2015,1563,2/9/2015,25,999-AYC000195-E,100,66,1559,210,21-Feb-15,104-PCA000003-E,140,ASSEMBLY,1,140,140,19,1597,0,7
2014257677,2/9/2015,1563,2/9/2015,26,999-AYC000207-E,100,4250,1559,,,,,,,,0,0,102,4350,0
2014257677,2/9/2015,1563,2/9/2015,27,999-AYC000210-E,200,1314,1345,,,,,,,,0,1514,1578,0,0
2014257677,2/9/2015,1563,2/9/2015,28,999-AYC000216-E,500,26513,1559,,,,,,,,0,27013,1579,0,0
2014257677,2/9/2015,1563,2/9/2015,29,999-AYC000306-E,500,165,1553,,,,,,,,0,665,1627,0,0
2014257677,2/9/2015,1563,2/9/2015,30,999-AYC000339-E,1000,771,1553,,,,,,,,0,1771,1578,0,0
2014257677,2/9/2015,1563,2/9/2015,31,999-AYC000526-E,100,0,,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,1,6,6,0,,0,94
2014257677,2/9/2015,1563,2/9/2015,32,999-AYC393251-E,100,0,,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,2,12,12,15,1618,69,4
2014257677,2/9/2015,1563,2/9/2015,33,999-AYC395265-E,200,1226,1553,,,,,,,,0,1426,102,0,0
2014257677,2/9/2015,1563,2/9/2015,34,999-AYC395503-E,100,243,1491,,,,,,,,0,343,1628,0,0
2014257677,2/9/2015,1563,2/9/2015,35,999-AYC395504-E,100,0,,,,,,,,,0,69,1580,31,0
2014257677,2/9/2015,1563,2/9/2015,36,999-AYC395534-E,100,187,1550,,,,,,,,0,0,,0,287
2014257677,2/9/2015,1563,2/9/2015,37,999-AZC000004-E,500,806,1550,,,,,,,,0,325,1736,981,0
2014257677,2/9/2015,1563,2/9/2015,38,999-AZC000006-E,200,136,1522,,,,,,,,0,336,1751,0,0
2014257677,2/9/2015,1563,2/9/2015,39,999-BCC000013-E,25,137,1550,,,,,,,,0,0,,162,0
2014257677,2/9/2015,1563,2/9/2015,40,999-BEC000028-E,25,0,,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,1,6,6,19,136,0,0
2014257677,2/9/2015,1563,2/9/2015,41,999-BEC000141-E,15,0,,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,2,12,12,3,1901,0,0
2014257677,2/9/2015,1563,2/9/2015,42,999-BEC000146-E,25,372,1522,,,,,,,,0,0,,397,0
2014257677,2/9/2015,1563,2/9/2015,43,999-BKC000016-E,10,2,1199,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,1,6,8,4,1740,0,0
,,,,,,,,,171,31-Jul-15,115-PCA000039-E,2,ASSEMBLY,1,2,,,,,
2014257677,2/9/2015,1563,2/9/2015,44,999-BKC000017-E,24,34,1491,,,,,,,,0,58,1769,0,0
2014257677,2/9/2015,1563,2/9/2015,45,999-BPC000018-E,20,90,1553,,,,,,,,0,110,1611,0,0
2014257677,2/9/2015,1563,2/9/2015,46,999-BPC000130-E,25,0,,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,1,6,6,0,,19,0
2014257677,2/9/2015,1563,2/9/2015,47,999-BRC000038-E,10,0,,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,1,6,6,0,1751,4,0
2014257677,2/9/2015,1563,2/9/2015,48,999-BTC000006-E,10,0,,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,1,6,6,4,1751,0,0
2014257677,2/9/2015,1563,2/9/2015,49,999-BVC000079-E,25,0,,33,08-May-15,160-PCA000049-L,6,ASSEMBLY,1,6,6,19,1628,0,0
2014257677,2/9/2015,1563,2/9/2015,50,999-CAC000070-E,25,176,1529,,,,,,,,0,0,,200,1
2014257677,2/9/2015,1563,2/9/2015,51,999-CAC000154-E,25,229,1530,,,,,,,,0,0,,245,9
2014257677,2/9/2015,1563,2/9/2015,52,999-CAC000291-E,30,124,1522,,,,,,,,0,0,,154,0
2014257677,2/9/2015,1563,2/9/2015,53,999-CLC000001-E,25,48,1529,,,,,,,,0,0,,0,73
2014257677,2/9/2015,1563,2/9/2015,54,999-CLC000006-E,20,0,,366,31-Mar-15,140-SKU000004-P,3,ASSEMBLY,1,3,13,7,1833,0,0
,,,,,,,,,367,31-Mar-15,140-SKU000004-P,3,ASSEMBLY,1,3,,,,,
,,,,,,,,,32,07-May-15,140-SKU000004-P,3,ASSEMBLY,1,3,,,,,
,,,,,,,,,34,08-May-15,140-SKU000004-P,4,ASSEMBLY,1,4,,,,,
2014257677,2/9/2015,1563,2/9/2015,55,999-CLC000007-E,25,70,1550,,,,,,,,0,0,,92,3
2014257677,2/9/2015,1563,2/9/2015,56,999-CLC000080-E,25,0,1533,,,,,,,,0,0,,25,0
2014257677,2/9/2015,1563,2/9/2015,57,999-CLC000081-E,24,294,1522,,,,,,,,0,0,,315,3
2014257677,2/9/2015,1563,2/9/2015,58,999-CLC000162-E,25,126,1147,,,,,,,,0,1,1751,150,0


,,Total Quantity,60530
,,Total Consumption,1721
,,Total Scrap,5487
,,Total Returned,11972
,,Total Balance,41350
