Plant,Vendor No.,Vendor Name,PO No,PO date,TPN,Description,Qty Invoiced, PO Unit Price ,Inv/Challan Number,Inv/Challan Date, Shipment Value ,Shipment Pick up date
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400497,5-Feb-15,104-PCA000001-E,Cap panel,2,112.57,25,22-Apr-15,253,22-Apr-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400498,5-Feb-15,104-PCA000002-E,CDP,2,73.51,26,24-Apr-15,165,24-Apr-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400644,25-Mar-15,170-PCA000002-E,FTU,5,567.45,27,24-Apr-15,3187,24-Apr-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400644,25-Mar-15,170-PCA000002-E,FTU,2,567.45,28,27-Apr-15,1275,27-Apr-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400434,8-Dec-14,170-PCA000084-E,PFU3,1,717.96,29,27-Apr-15,807,27-Apr-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400497,5-Feb-15,104-PCA000001-E,Cap panel,1,112.57,30,4-May-15,127,4-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400628,13-Mar-15,170-PCA000084-E,PFU3,3,717.96,31,4-May-15,2420,4-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400651,30-Mar-15,140-SKU000004-P,SKU,3,2809.59,32,7-May-15,9470,7-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1171400050,11-Mar-15,160-PCA000049-L,PROTO,6,3298.11,33,8-May-15,22236,9-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400651,30-Mar-15,140-SKU000004-P,SKU,4,2809.59,34,8-May-15,12627,9-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400651,30-Mar-15,140-SKU000004-P,SKU,1,2809.59,35,11-May-15,3157,11-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400500,5-Feb-15,104-PCA000004-E,PXAT,3,600.18,36,11-May-15,2023,11-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500030,5-May-15,104-PCA000025-E,CAP panel NEW,135,116.16,37,5-May-15,17621,11-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500030,5-May-15,104-PCA000025-E,CAP panel NEW,5,116.16,39,13-May-15,653,13-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400459,31-Dec-14,141-PCA000002-E,ST63,1,1046.61,40,13-May-15,1177,13-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500042,15-May-15,103-PCA000027-E,PSU,80,442.23,41,15-May-15,39750,15-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400645,25-Mar-15,130-PCA000207-E,Elan04,2,7934.49,42,18-May-15,17830,18-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500047,15-May-15,170-PCA000002-E,FTU,19,567.45,43,19-May-15,12115,19-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500042,15-May-15,103-PCA000027-E,PSU,105,442.23,44,19-May-15,52173,19-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400645,25-Mar-15,130-PCA000207-E,Elan04,1,7934.49,45,19-May-15,8915,19-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500047,15-May-15,170-PCA000002-E,FTU,45,567.45,48,22-May-15,28691,22-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400645,25-Mar-15,130-PCA000207-E,Elan04,1,7934.49,49,22-May-15,8915,22-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400459,31-Dec-14,141-PCA000002-E,ST63,4,1046.61,50,22-May-15,4703,22-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400457,31-Dec-14,115-PCA000084-E ,Elan 01,3,3255.84,51,22-May-15,10975,22-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400628,13-Mar-15,170-PCA000084-E,PFU3,18,717.96,53,22-May-15,14521,22-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500042,15-May-15,103-PCA000027-E,PSU,20,442.23,54,23-May-15,9938,23-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500047,15-May-15,170-PCA000002-E,FTU,4,567.45,55,23-May-15,2550,23-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500030,5-May-15,104-PCA000025-E,CAP panel NEW,9,116.16,56,23-May-15,1174,23-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500049,15-May-15,170-PCA000084-E,PFU3,40,717.96,59,25-May-15,32267,25-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500047,15-May-15,170-PCA000002-E,FTU,25,567.45,58,25-May-15,15939,25-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500047,15-May-15,170-PCA000002-E,FTU,50,567.45,60,26-May-15,31880,26-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500049,15-May-15,170-PCA000084-E,PFU3,40,717.96,61,26-May-15,32267,26-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400628,13-Mar-15,170-PCA000084-E,PFU3,10,717.96,62,26-May-15,8068,26-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500047,15-May-15,170-PCA000002-E,FTU,4,567.45,63,27-May-15,2550,27-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500049,15-May-15,170-PCA000084-E,PFU3,60,717.96,64,27-May-15,48402,27-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400433,5-Dec-14,170-PCA000003-E,OAM,5,921.72,65,27-May-15,5179,27-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400643,25-Mar-15,170-PCA000084-E,PFU3,8,717.96,67,29-May-15,28234,29-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500049,15-May-15,170-PCA000084-E,PFU3,27,717.96,67,29-May-15,28234,29-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400498,5-Feb-15,104-PCA000002-E,CDP,5,73.51,66,29-May-15,1652,29-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500043,15-May-15,104-PCA000002-E,CDP,15,73.51,66,29-May-15,1652,29-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500042,15-May-15,103-PCA000027-E,PSU,50,442.23,68,29-May-15,24845,29-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400499,5-Feb-15,104-PCA000003-E,P02,14,298.16,69,31-May-15,8376,31-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500044,15-May-15,104-PCA000003-E,P02,11,298.16,69,31-May-15,8376,31-May-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500049,15-May-15,170-PCA000084-E,PFU3,8,717.96,70,31-May-15,6454,1-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500042,15-May-15,103-PCA000027-E,PSU,6,442.23,71,31-May-15,2980,1-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400644,25-Mar-15,170-PCA000002-E,FTU,4,567.45,72,31-May-15,3187,1-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500044,15-May-15,104-PCA000003-E,P02,40,298.16,73,31-May-15,13400,1-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500044,15-May-15,104-PCA000003-E,P02,15,298.16,74,2-Jun-15,5098,2-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500049,15-May-15,170-PCA000084-E,PFU3,17,717.96,75,2-Jun-15,13914,2-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400433,5-Dec-14,170-PCA000003-E,OAM,1,921.72,77,3-Jun-15,1051,3-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500049,15-May-15,170-PCA000084-E,PFU3,20,717.96,78,3-Jun-15,16369,3-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500045,15-May-15,115-PCA000037-E,PSM02,1,898.43,79,3-Jun-15,1024,3-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500044,15-May-15,104-PCA000003-E,P02,35,298.16,80,3-Jun-15,11897,3-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500049,15-May-15,170-PCA000084-E,PFU3,29,717.96,82,5-Jun-15,23736,5-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500044,15-May-15,104-PCA000003-E,P02,4,298.16,83,5-Jun-15,1360,5-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500045,15-May-15,115-PCA000037-E,PSM02,6,898.43,81,5-Jun-15,6146,5-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400627,13-Mar-15,170-PCA000003-E,OAM,11,921.72,84,6-Jun-15,26269,6-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500048,15-May-15,170-PCA000003-E,OAM,14,921.72,84,6-Jun-15,26269,6-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500048,15-May-15,170-PCA000003-E,OAM,50,921.72,86,10-Jun-15,52538,10-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400497,5-Feb-15,104-PCA000001-E,Cap panel,8,112.57,90,11-Jun-15,1027,11-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500044,15-May-15,104-PCA000003-E,P02,6,298.16,91,11-Jun-15,2039,11-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500045,15-May-15,115-PCA000037-E,PSM02,3,898.43,92,11-Jun-15,3072,11-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500048,15-May-15,170-PCA000003-E,OAM,20,921.72,93,11-Jun-15,21015,11-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500045,15-May-15,115-PCA000037-E,PSM02,8,898.43,95,13-Jun-15,8193,13-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500048,15-May-15,170-PCA000003-E,OAM,35,921.72,96,13-Jun-15,36776,13-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500049,15-May-15,170-PCA000084-E,PFU3,4,717.96,97,13-Jun-15,3274,13-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500048,15-May-15,170-PCA000003-E,OAM,6,921.72,98,15-Jun-15,6304,15-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500090,15-Jun-15,130-PCA000205-E,DPU12,30,429.08,99,15-Jun-15,14674,15-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500048,15-May-15,170-PCA000003-E,OAM,5,921.72,101,16-Jun-15,5254,16-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500090,15-Jun-15,130-PCA000205-E,DPU12,40,429.08,102,16-Jun-15,19566,16-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500048,15-May-15,170-PCA000003-E,OAM,16,921.72,105,18-Jun-15,16813,18-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500090,15-Jun-15,130-PCA000205-E,DPU12,60,429.08,106,18-Jun-15,29349,18-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500090,15-Jun-15,130-PCA000205-E,DPU12,20,429.08,107,19-Jun-15,9783,20-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400646,25-Mar-15,115-PCA000084-E ,Elan 01,1,3255.84,108,19-Jun-15,3712,20-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500045,15-May-15,115-PCA000037-E,PSM02,1,898.43,109,19-Jun-15,1024,20-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500048,15-May-15,170-PCA000003-E,OAM,9,921.72,111,23-Jun-15,9456,23-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500049,15-May-15,170-PCA000084-E,PFU3,9,717.96,112,23-Jun-15,7367,23-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500042,15-May-15,103-PCA000027-E,PSU,2,442.23,113,23-Jun-15,1008,23-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500090,15-Jun-15,130-PCA000205-E,DPU12,11,429.08,114,23-Jun-15,5381,23-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500090,15-Jun-15,130-PCA000205-E,DPU12,28,429.08,116,26-Jun-15,13696,26-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500048,15-May-15,170-PCA000003-E,OAM,10,921.72,117,26-Jun-15,10507,26-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400459,31-Dec-14,141-PCA000002-E,ST63,1,1046.61,118,26-Jun-15,1194,26-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500048,15-May-15,170-PCA000003-E,OAM,6,921.72,119,30-Jun-15,6304,30-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500045,15-May-15,115-PCA000037-E,PSM02,5,898.43,120,30-Jun-15,5121,30-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500090,15-Jun-15,130-PCA000205-E,DPU12,11,429.08,121,30-Jun-15,5381,30-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500049,15-May-15,170-PCA000084-E,PFU3,4,717.96,122,30-Jun-15,3274,30-Jun-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500090,15-Jun-15,130-PCA000205-E,DPU12,14,429.08,123,2-Jul-15,6848,2-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500049,15-May-15,170-PCA000084-E,PFU3,5,717.96,124,2-Jul-15,4093,2-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500045,15-May-15,115-PCA000037-E,PSM02,3,898.43,125,2-Jul-15,3072,2-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500048,15-May-15,170-PCA000003-E,OAM,5,921.72,126,2-Jul-15,5254,2-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500048,15-May-15,170-PCA000003-E,OAM,3,921.72,127,7-Jul-15,3152,7-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500090,15-Jun-15,130-PCA000205-E,DPU12,34,429.08,128,7-Jul-15,16631,7-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500043,15-May-15,104-PCA000002-E,CDP,20,73.51,129,7-Jul-15,1676,7-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500047,15-May-15,170-PCA000002-E,FTU,3,567.45,130,7-Jul-15,1940,7-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500047,15-May-15,170-PCA000002-E,FTU,3,567.45,132,9-Jul-15,1940,9-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400651,30-Mar-15,140-SKU000004-P,SKU,3,2809.59,133,9-Jul-15,9609,9-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500090,15-Jun-15,130-PCA000205-E,DPU12,10,429.08,134,9-Jul-15,4892,9-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400459,31-Dec-14,141-PCA000002-E,ST63,2,1046.61,135,9-Jul-15,2386,9-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500044,15-May-15,104-PCA000003-E,P02,4,298.16,136,9-Jul-15,1360,9-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500125,7-Jul-15,001-PCA000062-E,BTB2,10,102.84,141,13-Jul-15,1172,13-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500042,15-May-15,103-PCA000027-E,PSU,2,442.23,142,13-Jul-15,1008,13-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500043,15-May-15,104-PCA000002-E,CDP,3,73.51,143,13-Jul-15,252,13-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500125,7-Jul-15,001-PCA000062-E,BTB2,34,102.84,145,15-Jul-15,3987,15-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500045,15-May-15,115-PCA000037-E,PSM02,6,898.43,146,15-Jul-15,6146,15-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500045,15-May-15,115-PCA000037-E,PSM02,5,898.43,150,20-Jul-15,5121,20-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500043,15-May-15,104-PCA000002-E,CDP,2,73.51,151,20-Jul-15,168,20-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500044,15-May-15,104-PCA000003-E,P02,5,298.16,152,20-Jul-15,1700,20-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500090,15-Jun-15,130-PCA000205-E,DPU12,16,429.08,153,20-Jul-15,7826,20-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400651,30-Mar-15,140-SKU000004-P,SKU,2,2809.59,155,24-Jul-15,6406,24-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500030,5-May-15,104-PCA000025-E,CAP panel NEW,2,116.16,156,24-Jul-15,265,24-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500090,15-Jun-15,130-PCA000205-E,DPU12,2,429.08,157,24-Jul-15,978,24-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500049,15-May-15,170-PCA000084-E,PFU3,3,717.96,158,24-Jul-15,2456,24-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400646,25-Mar-15,115-PCA000084-E ,Elan 01,1,3255.84,159,24-Jul-15,3712,24-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500042,15-May-15,103-PCA000027-E,PSU,2,442.23,160,24-Jul-15,1008,24-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400448,24-Dec-14,104-PCA000001-E,Cap panel,1,111.21,161,24-Jul-15,127,24-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500049,15-May-15,170-PCA000084-E,PFU3,4,717.96,169,31-Jul-15,3274,31-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500090,15-Jun-15,130-PCA000205-E,DPU12,5,429.08,170,31-Jul-15,2445,31-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500151,27-Jul-15,115-PCA000039-E,A162,2,1091.28,171,31-Jul-15,2489,31-Jul-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500151,27-Jul-15,115-PCA000039-E,A162,5,1091.28,176,5-Aug-15,6220,5-Aug-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500049,15-May-15,170-PCA000084-E,PFU3,9,717.96,177,5-Aug-15,7367,5-Aug-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400651,30-Mar-15,140-SKU000004-P,SKU,1,2809.59,178,5-Aug-15,3203,5-Aug-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500151,27-Jul-15,115-PCA000039-E,A162,4,1091.28,179,10-Aug-15,4976,10-Aug-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400646,25-Mar-15,115-PCA000084-E ,Elan 01,1,3255.84,195,21-Sep-15,3712,21-Sep-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500042,15-May-15,103-PCA000027-E,PSU,1,442.23,194,21-Sep-15,504,21-Sep-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500030,5-May-15,104-PCA000025-E,CAP panel NEW,1,116.16,193,21-Sep-15,132,21-Sep-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500044,15-May-15,104-PCA000003-E,P02,1,298.16,192,21-Sep-15,340,21-Sep-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500151,27-Jul-15,115-PCA000039-E,A162,2,1091.28,191,21-Sep-15,2489,21-Sep-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500048,15-May-15,170-PCA000003-E,OAM,1,921.72,190,21-Sep-15,1051,21-Sep-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500125,7-Jul-15,001-PCA000062-E,BTB2,6,102.84,189,21-Sep-15,703,21-Sep-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400645,25-Mar-15,130-PCA000207-E,Elan04,1,7934.49,196,21-Sep-15,9045,21-Sep-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400646,25-Mar-15,115-PCA000084-E ,Elan 01,17,3255.84,197,25-Sep-15,63098,25-Sep-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400645,25-Mar-15,130-PCA000207-E,Elan04,1,7934.49,198,25-Sep-15,99498,25-Sep-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101400602,9-Mar-15,130-PCA000207-E,Elan04,10,7934.49,198,25-Sep-15,99498,25-Sep-15
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500377,12-Jan-16,170-PCA000084-E,PFU3,24,717.96,228,13-Jan-16,17231,13-Jan-16
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500378,12-Jan-16,170-PCA000256-E,OFA,4,1200.29,229,13-Jan-16,4801,13-Jan-16
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500383,12-Jan-16,104-PCA000025-E,CAP PANEL NEW,3,116.16,230,13-Jan-16,348,13-Jan-16
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500380,12-Jan-16,104-PCA000001-E,Cap panel,2,112.57,231,13-Jan-16,225,13-Jan-16
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500377,12-Jan-16,170-PCA000084-E,PFU3,7,717.96,232,14-Jan-16,5026,14-Jan-16
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500388,12-Jan-16,130-PCA000205-E,DPU12,26,429.08,233,14-Jan-16,12774,14-Jan-16
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500385,12-Jan-16,115-PCA000084-E ,Elan01,1,3255.84,235,19-Jan-16,3256,19-Jan-16
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500376,12-Jan-16,170-PCA000003-E ,OAM,2,921.72,236,19-Jan-16,1843,19-Jan-16
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500381,12-Jan-16,104-PCA000003-E ,P02,7,298.16,237,19-Jan-16,2087,19-Jan-16
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500382,12-Jan-16,104-PCA000004-E ,PXAT,4,600.18,238,19-Jan-16,2401,19-Jan-16
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500379,12-Jan-16,103-PCA000027-E ,PSU,2,442.23,239,19-Jan-16,884,19-Jan-16
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500387,12-Jan-16,141-PCA000002-E ,ST63,3,1046.61,240,19-Jan-16,3140,19-Jan-16
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500388,12-Jan-16,130-PCA000205-E ,DPU12,3,429.08,241,19-Jan-16,1287,19-Jan-16
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500375,12-Jan-16,170-PCA000002-E,FTU,2,567.45,242,19-Jan-16,1135,19-Jan-16
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500384,12-Jan-16,115-PCA000039-E,A162,3,1091.28,243,19-Jan-16,3274,19-Jan-16
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500386,12-Jan-16,130-PCA000207-E,Elan04,3,7934.49,245,9-Feb-16,23803,9-Feb-16
1035,300079,PRO INNOVATIVE TECHNOLOGIES PVT LTD,1101500382,12-Jan-16,104-PCA000004-E,PXAT,1,600.18,246,9-Feb-16,600,9-Feb-16
