Pstng Date,Material,Material Description,Quantity,Mat. Doc.,Annexure Ref,Annexure date
11/21/2014,170-PCC000019-E,Bareboard of TJ1700FTU2 - Fan tray unit,120,2014244079,1099,11/22/2014
11/21/2014,999-ACC000013-E,"Cap,X5R,10uF,1206,25V,10%",3600,2014244079,1099,11/22/2014
11/21/2014,999-ACC000023-E,"Cap,X5R,47uF,1206,6.3V,20%",1000,2014244079,1099,11/22/2014
11/21/2014,999-ACC000038-E,"Cap,X7R,1.5nF,0805,200V,20%",200,2014244079,1099,11/22/2014
11/21/2014,999-ACC000061-E,"Cap,X7R,4.7nF,2220,250V,20%",3300,2014244079,1099,11/22/2014
11/21/2014,999-ACC000120-E,"Cap,X7R,2.2uF,1812,100V,20% FlexiTermina",2400,2014244079,1099,11/22/2014
11/21/2014,999-AIC000008-E,Diode 120V 0.2A 50nS 5pFSOT23 General Pu,233,2014244079,1099,11/22/2014
11/21/2014,999-AJC000008-E,Fuse 2.5  A  Slow Blow SMD Nano 452 Seri,700,2014244079,1099,11/22/2014
11/21/2014,999-AXC000018-E,Opto-Coupler 2.5KV 80-600%Phototransisto,1500,2014244079,1099,11/22/2014
11/21/2014,999-AYC000258-E,"Resistor,20K,1/10W,+/-1%,0603",200,2014244079,1099,11/22/2014
11/21/2014,999-AYC000339-E,"Resistor, Thick Film 4.7k +/-1% 1/10W SM",9650,2014244079,1099,11/22/2014
11/21/2014,999-AYC393509-E,Resistor 110 Kilo Ohms 1% SMD RC0603 1/1,500,2014244079,1099,11/22/2014
11/21/2014,999-CAC000559-E,"Connecto 2 Left power contacts, 12 signa",132,2014244079,1099,11/22/2014
11/21/2014,999-CAC000718-E,FINGER GAURD FOR 92mm FAN,100,2014244079,1099,11/22/2014
11/21/2014,999-CAC000784-E,"4 Pin Header, 2.50mm Pitch, P9055 Series",700,2014244079,1099,11/22/2014
11/21/2014,999-CAC001039-E,CONN DISCRETE CABLE HEADER 3 PIN,120,2014244079,1099,11/22/2014
11/22/2014,170-CDA000010-M,FAN TRAY ASSY-TJ1700,105,2014244274,1099,11/22/2014
11/22/2014,170-CGC000005-M,STICKER TJ1700 FTU,120,2014244274,1099,11/22/2014
11/22/2014,998-BZA000769-X,CABLE ASSEMBLY POWER LED-TJ1700,110,2014244274,1099,11/22/2014
11/22/2014,998-BZA000857-X,"CONECTORISED FAN ASSY, 4 WIRE, 92X92x38",8,2014244296,1099,11/22/2014
11/22/2014,998-CPC000068-M,ESD WARNING STICKER,423,2014244274,1099,11/22/2014
11/22/2014,998-CPC000132-M,ANTISTATIC BAG-E1 PROTECTION,100,2014244274,1099,11/22/2014
11/22/2014,998-CPC000208-M,UNIT PACKING LABEL 50X100-GENERAL,1000,2014244274,1099,11/22/2014
11/22/2014,999-ACC000065-E,"Cap,X7R,22nF,1206,50V,10%",200,2014244296,1099,11/22/2014
11/22/2014,999-ACC000068-E,Capacitor 0.47UF 16V 10% SMD 0603 Indust,200,2014244296,1099,11/22/2014
11/22/2014,999-ACC000083-E,"Capacitor,0.1uF,+/-10%,100V,X7R,1206",600,2014244296,1099,11/22/2014
11/22/2014,999-ACC000100-E,"CAP 100nF,0603,X7R,10% 25V ,-55 /125 C.",25750,2014244296,1099,11/22/2014
11/22/2014,999-ACC315503-E,"Cap,X7R,10nF,0603,10V,5%",300,2014244296,1099,11/22/2014
11/22/2014,999-ACC316252-E,"Cap,X7R,330pF,0603,10V,10%",200,2014244296,1099,11/22/2014
11/22/2014,999-ACC546502-E,"Cap,X7R,10nF,1206,50V,10%",200,2014244296,1099,11/22/2014
11/22/2014,999-ADC000031-E,Capacitor 100 uF 100 V +/- 20% 350 mA Ri,1200,2014244296,1099,11/22/2014
11/22/2014,999-AIC000030-E,Diode  40 V 350 mW 1 A 25pF Junction Cap,550,2014244296,1099,11/22/2014
11/22/2014,999-AIC000063-E,Diode 75V 0.2A SMD SOD-123 Signal Diode,340,2014244296,1099,11/22/2014
11/22/2014,999-AIC000065-E,Diode 100V 12A SMD TO252AA Dual Common C,1700,2014244296,1099,11/22/2014
11/22/2014,999-AJC000015-E,Fuse 10A Fast Acting SMD EBF,250,2014244296,1099,11/22/2014
11/22/2014,999-AJC000019-E,Fuse 0.75A Slow Blow SMD Nano 452 Series,350,2014244296,1099,11/22/2014
11/22/2014,999-ARC000003-E,Inductor 33uH 3A 66mE SMD DO5022 Power,118,2014244296,1099,11/22/2014
11/22/2014,999-AXC000094-E,MOSFET 100V 21A 38 MilliOhms Rds 100 W P,400,2014244296,1099,11/22/2014
11/22/2014,999-AXC800004-E,TRANSISTOR NPN 30V 0.5A GENERAL PURPOSE,2000,2014244296,1099,11/22/2014
11/22/2014,999-AYC000028-E,Resistor 3.16 KiloOhms 1% 0.063 W  SMD R,500,2014244296,1099,11/22/2014
11/22/2014,999-AYC000035-E,"Resistor,10K,1W,5%,2512",250,2014244296,1099,11/22/2014
11/22/2014,999-AYC000163-E,"Resistor,31.6E,1/10W,1%,0603",450,2014244296,1099,11/22/2014
11/22/2014,999-AYC000306-E,"Resistor,1k,1/10W,1%,0603",5251,2014244296,1099,11/22/2014
11/22/2014,999-AYC000325-E,"1.69K OHM 1/16W 1% 0603 SMD, 0.1W, 1/16W",200,2014244296,1099,11/22/2014
11/22/2014,999-AYC393252-E,"Resistor,15E,1/10W,1%,0603",1016,2014244296,1099,11/22/2014
11/22/2014,999-AYC393502-E,"Resistor,10K,1/10W,1%,0603",6400,2014244296,1099,11/22/2014
11/22/2014,999-AYC393503-E,"Resistor,22.1K,1/10W,1%,0603",1100,2014244296,1099,11/22/2014
11/22/2014,999-AYC393512-E,"Resistor,2.2K,1/10W,1%,0603",800,2014244296,1099,11/22/2014
11/22/2014,999-AYC395001-E,"Resistor,0E,1/10W,5%,0603",2500,2014244296,1099,11/22/2014
11/22/2014,999-AYC395255-E,"Resistor,100E,1/10W,5%,0603",1700,2014244296,1099,11/22/2014
11/22/2014,999-AYC395275-E,Resistor 390 Ohms 5% SMD RC0603 1/16W,250,2014244296,1099,11/22/2014
11/22/2014,999-AYC395506-E,"Resistor,33K,1/10W,5%,0603",200,2014244296,1099,11/22/2014
11/22/2014,999-AYC395518-E,Resistor 120K 5% SMD RC0603 1/16W,300,2014244296,1099,11/22/2014
11/22/2014,999-AYC595001-E,"Resistor,0E,1/8W,5%,1206",2809,2014244296,1099,11/22/2014
11/22/2014,999-AYC595500-E,"Resistor,1K,1/4W,5%,1206",400,2014244296,1099,11/22/2014
11/22/2014,999-AYC595504-E,Resistor 10Kilo Ohms 5% RC1206 1/8W,400,2014244296,1099,11/22/2014
11/22/2014,999-BEC000233-E,spartan fpga(xc3s50an) with 144 pins and,107,2014244296,1099,11/22/2014
11/22/2014,999-BOC000001-E,IC 32Kbits Serial I2C EEPROM SO08,150,2014244296,1099,11/22/2014
11/22/2014,999-BVC000003-E,"Oscillator,25.0000MHz,3.3V,Comm Grade,ą5",300,2014244296,1099,11/22/2014
11/22/2014,999-CAC000001-E,CONN UNSHROUDED  HEADER 1X8 STRAIGHT,260,2014244296,1099,11/22/2014
11/22/2014,999-CAC000718-E,FINGER GAURD FOR 92mm FAN,100,2014244296,1099,11/22/2014
11/22/2014,999-CBCLP0002-E,LED Holder Panel Mount with Dia 5mm LED,110,2014244296,1099,11/22/2014
11/22/2014,999-CECSMX014-M,SCREW COMBI XR SST M3X6,700,2014244274,1099,11/22/2014
11/22/2014,999-CECSMX021-M,SCREW COMBI XR SST M3X25,1300,2014244274,1099,11/22/2014
11/22/2014,999-CFC000037-M,Heatsink Flower D PAK,220,2014244274,1099,11/22/2014
11/22/2014,999-CIC000050-E,EMI SOFT Gasket 3856 Profile 2 inchs,213,2014244296,1099,11/22/2014
11/22/2014,999-CIC000054-E,EMI SOFT Gasket 3856 Profile 92mm (3.62i,310,2014244296,1099,11/22/2014
11/22/2014,999-CLC000178-E,IC 1.425-3.6V In 2A 0.2V Dropout LDO Reg,500,2014244296,1099,11/22/2014
11/22/2014,999-CLC000204-E,Hot swappable one bi-directional signal,350,2014244296,1099,11/22/2014
11/22/2014,999-CLC000211-E,"Simple switcher, 75V, 1.5A Step down swi",150,2014244296,1099,11/22/2014
11/22/2014,999-CLC000249-E,IC -100V Simple Swapper Hot-Swap Control,78,2014244296,1099,11/22/2014
11/24/2014,170-CGC000051-M,STICKER TJ1600,86,2014244374,1107,11/24/2014
11/24/2014,998-BZA000857-X,"CONECTORISED FAN ASSY, 4 WIRE, 92X92x38",172,2014244374,1107,11/24/2014
11/24/2014,999-ACC000138-E,"Cap X7R 3.3uF,1206,10V,20%",680,2014244374,1107,11/24/2014
11/24/2014,999-CAC000718-E,FINGER GAURD FOR 92mm FAN,125,2014244374,1107,11/24/2014
11/24/2014,999-CLC000249-E,IC -100V Simple Swapper Hot-Swap Control,320,2014244374,1107,11/24/2014
11/24/2014,001-PCC000015-E,Bareboard Engineering Orderwire Card,150,2014244599,1116,11/24/2014
11/24/2014,111-CGC000012-M,STICKER INSULATION 95x10 mm MC16 MADM,150,2014244597,1116,11/24/2014
11/24/2014,160-CDC000064-M,EMI GASKET-5 FINGERS,150,2014244597,1116,11/24/2014
11/24/2014,170-CCA000005-M,OEM Face plate Assy-TJ1700,150,2014244597,1116,11/24/2014
11/24/2014,170-CGC000006-M,STICKER TJ1700 OAM,150,2014244597,1116,11/24/2014
11/24/2014,170-PCC000003-E,"TJ1700-OAM , Bare board for TJ1700-OAM c",154,2014244597,1116,11/24/2014
11/24/2014,170-PCC000016-E,Bareboard part for the LED board of TJ17,160,2014244599,1116,11/24/2014
11/24/2014,999-ACC000121-E,"Cap,X7R,10nF,1812,100V,10% FlexiTerminat",150,2014244599,1116,11/24/2014
11/24/2014,999-ACC000124-E,"Cap,X7R,1nF,1812,2KV,10%, Flexiterminal",2000,2014244599,1116,11/24/2014
11/24/2014,999-ACC317501-E,"Cap,Y5V,100nF,0603,10V,20%",1150,2014244599,1116,11/24/2014
11/24/2014,999-ACC326502-E,"Cap,X7R,10nF,0603,16V,10%",1950,2014244599,1116,11/24/2014
11/24/2014,999-ACC326504-E,"Cap, X7R,220nF,0603,16V,10%",216,2014244599,1116,11/24/2014
11/24/2014,999-ACC326750-E,"Cap,Y5V,1uF,0805,10V,20%",300,2014244599,1116,11/24/2014
11/24/2014,999-ACC757501-E,"Cap,X7R,22nF,1812,100V,20%",390,2014244599,1116,11/24/2014
11/24/2014,999-ACC757503-E,"Cap,X7R,220nF,1812,100V,20%",500,2014244599,1116,11/24/2014
11/24/2014,999-ACCC57751-E,Capacitor 10UF 100V 20% SMD CASE E Al El,260,2014244599,1116,11/24/2014
11/24/2014,999-AHC916751-E,Capacitor 10uF 10V 10% Case B Tantalum E,108,2014244599,1116,11/24/2014
11/24/2014,999-AHC916751-E,Capacitor 10uF 10V 10% Case B Tantalum E,357,2014244599,1116,11/24/2014
11/24/2014,999-AIC000001-E,Diode 25V 1A 100pf Schottky barrier doub,272,2014244599,1116,11/24/2014
11/24/2014,999-AIC000001-E,Diode 25V 1A 100pf Schottky barrier doub,150,2014244599,1116,11/24/2014
11/24/2014,999-AIC000005-E,Diode 200V 1A 35nS 7pF Surface Mount DO-,200,2014244599,1116,11/24/2014
11/24/2014,999-AIC000016-E,Diode 600 W Bidirectional Surface Mounte,760,2014244599,1116,11/24/2014
11/24/2014,999-AIC000026-E,Diode 5 15 KV 2000 Watt 100 A  SMD NA Lo,150,2014244599,1116,11/24/2014
11/24/2014,999-AIC000046-E,Diode  24V 8A  SMD SOT23 Dual TVS,500,2014244599,1116,11/24/2014
11/24/2014,999-AIC000092-E,Diode - 5A HIGH VOLTAGE SCHOTTKY BARRIER,150,2014244599,1116,11/24/2014
11/24/2014,999-ARC000005-E,Inductor 100uH 2.4A SMD DS5022 Power,64,2014244599,1116,11/24/2014
11/24/2014,999-AXC000003-E,Transistor 150V 0.6A SOT23 PNP,200,2014244599,1116,11/24/2014
11/24/2014,999-AXC000003-E,Transistor 150V 0.6A SOT23 PNP,200,2014244599,1116,11/24/2014
11/24/2014,999-AXC000013-E,Transistor NPN Small Signal SOT23 Genera,150,2014244599,1116,11/24/2014
11/24/2014,999-AXC000023-E,MOSFET12 V 15 A 8 MilliOhms Rds 2.5 W Po,150,2014244599,1116,11/24/2014
11/24/2014,999-AYC000014-E,Resistor 3.3 Ohms 1% SMD RC1206  Thick f,680,2014244599,1116,11/24/2014
11/24/2014,999-AYC000073-E,Resistor 1.3 KiloOhms 1% 0.063 W  SMD RC,370,2014244599,1116,11/24/2014
11/24/2014,999-AYC000074-E,Resistor 665 Ohms 1% 0.063 W  SMD RC0603,300,2014244599,1116,11/24/2014
11/24/2014,999-AYC393250-E,Resistor 10ohms 1% SMD RC0603 1/16W,342,2014244599,1116,11/24/2014
11/24/2014,999-AYC393250-E,Resistor 10ohms 1% SMD RC0603 1/16W,300,2014244599,1116,11/24/2014
11/24/2014,999-AYC395252-E,"Resistor,180E,1/10W,5%,0603",1954,2014244599,1116,11/24/2014
11/24/2014,999-AYC395252-E,"Resistor,180E,1/10W,5%,0603",563,2014244599,1116,11/24/2014
11/24/2014,999-AYC395259-E,Resistor 50 Ohms 5% SMD RC0603 1/16W,300,2014244599,1116,11/24/2014
11/24/2014,999-AYC395259-E,Resistor 50 Ohms 5% SMD RC0603 1/16W,12220,2014244599,1116,11/24/2014
11/24/2014,999-AYC395521-E,"Resistor,3.3K,1/10W,5%,0603",548,2014244599,1116,11/24/2014
11/24/2014,999-AYC595259-E,Resistor 100 Ohms 5% RC1206 1/8W,900,2014244599,1116,11/24/2014
11/24/2014,999-AYC595750-E,"Resistor,1M,1/4W,5%,1206",260,2014244599,1116,11/24/2014
11/24/2014,999-AYC815251-E,"Resistor,390E,1W,5%,2512",200,2014244599,1116,11/24/2014
11/24/2014,999-AYCGA3251-E,Resistor 470 Ohms 1% 1/4W thin film RC02,260,2014244599,1116,11/24/2014
11/24/2014,999-AYCGA3252-E,Resistor 243 Ohms 1% 1/4W thin film RC02,200,2014244599,1116,11/24/2014
11/24/2014,999-AYCGA3502-E,Resistor 5.1 Kilo Ohms 1% 1/4W thin film,800,2014244599,1116,11/24/2014
11/24/2014,999-AYCGA3503-E,Resistor 40.2 Kilo Ohms 1% 1/4W thin fil,200,2014244599,1116,11/24/2014
11/24/2014,999-AYCGA3504-E,Resistor 200 Kilo Ohms 1% 1/4W thin film,620,2014244599,1116,11/24/2014
11/24/2014,999-AYCGA3505-E,Resistor 56.2 Kilo Ohms 1% 1/4W thin fil,260,2014244599,1116,11/24/2014
11/24/2014,999-AYCGA3508-E,Resistor 432 Kilo Ohms 1% 1/4W thin film,200,2014244599,1116,11/24/2014
11/24/2014,999-AYCGA5002-E,Resistor 0.82 Ohms 5% 1/4W thin film RC0,200,2014244599,1116,11/24/2014
11/24/2014,999-BCC000001-E,Transformer SO16 SMD 1CT:1CT Single Port,700,2014244599,1116,11/24/2014
11/24/2014,999-BEC000148-E,"Xilinx FPGA, Spartan-3 (XC3S200AN), -4 S",196,2014244599,1116,11/24/2014
11/24/2014,999-BHC000001-E,IC TinyLogic UHS Dual Buffer  SMD SC70-6,262,2014244599,1116,11/24/2014
11/24/2014,999-BVC000167-E,Oscillator TCXO STRATUM-III 20 MHz 3.3 V,150,2014244599,1116,11/24/2014
11/24/2014,999-CAC000345-E,CONN UNSHROUDED HEADER 1X2 STRAIGHT,496,2014244599,1116,11/24/2014
11/24/2014,999-CAC000436-E,Xcede L-series right-angle female with p,160,2014244597,1116,11/24/2014
11/24/2014,999-CAC000498-E,Board Stacker 5.08mm Stacker height ; 2.,250,2014244599,1116,11/24/2014
11/24/2014,999-CAC000597-E,"2X8 Dubox Vertical Card Connector, SMT,",150,2014244599,1116,11/24/2014
11/24/2014,999-CBC000045-E,.Right-Angled SMD Bicolor 3.2x1.0x1.7mm,800,2014244599,1116,11/24/2014
11/24/2014,999-CECSPX006-M,SCREW PAN XR SST M2.5X5,1200,2014244597,1116,11/24/2014
11/24/2014,999-CECSRX011-M,SOUTHCO CAPTIVE SCREW WITHOUT BARREL M3,680,2014244597,1116,11/24/2014
11/24/2014,999-CIC000032-E,"DC-DC converter input filter module, 4A,",157,2014244599,1116,11/24/2014
11/24/2014,999-CKC000032-E,Eighth-Brick Isolated DC-DC Converters 4,35,2014244599,1116,11/24/2014
11/24/2014,999-ABC000001-E,"Ferrite Bead 3A, 1206 Package, 120 ohm a",2005,2014244598,1117,11/24/2014
11/24/2014,999-ACC000072-E,"Cap 22uF 16V, X5R, SMD-1210",300,2014244598,1117,11/24/2014
11/24/2014,999-ACC000116-E,"Capacitor 680 UF, 10V, 8X15 Radial elect",400,2014244598,1117,11/24/2014
11/24/2014,999-ACC000123-E,"Cap,X7R,470nF,1812,100V,20% Flexi Termin",150,2014244598,1117,11/24/2014
11/24/2014,999-ACC000124-E,"Cap,X7R,1nF,1812,2KV,10%, Flexiterminal",397,2014244598,1117,11/24/2014
11/24/2014,999-ACC315026-E,"Cap,NPO,27pF,0603,10V,5%",300,2014244598,1117,11/24/2014
11/24/2014,999-ACC316504-E,"Cap,X7R,1nF,0603,10V,10%",900,2014244598,1117,11/24/2014
11/24/2014,999-ACC757501-E,"Cap,X7R,22nF,1812,100V,20%",150,2014244598,1117,11/24/2014
11/24/2014,999-ACC757502-E,"Cap,X7R,100nF,1812,100V,20%",612,2014244598,1117,11/24/2014
11/24/2014,999-ACC757503-E,"Cap,X7R,220nF,1812,100V,20%",150,2014244598,1117,11/24/2014
11/24/2014,999-ACCC57751-E,Capacitor 10UF 100V 20% SMD CASE E Al El,108,2014244598,1117,11/24/2014
11/24/2014,999-ADC837001-E,Capacitor 100UF 25V 20% TH 6.3X11 Al Ele,300,2014244598,1117,11/24/2014
11/24/2014,999-AHC916751-E,Capacitor 10uF 10V 10% Case B Tantalum E,450,2014244598,1117,11/24/2014
11/24/2014,999-AHC926001-E,Capacitor 47uF 16V 10% Case C Tantalum E,469,2014244598,1117,11/24/2014
11/24/2014,999-AIC000005-E,Diode 200V 1A 35nS 7pF Surface Mount DO-,200,2014244598,1117,11/24/2014
11/24/2014,999-AIC000006-E,Diode 18V SO08 Protection Array of 8,550,2014244598,1117,11/24/2014
11/24/2014,999-AIC000007-E,Diode 600W DO-214AA 3.3V UNIDIRECTIONAL,172,2014244598,1117,11/24/2014
11/24/2014,999-AIC000016-E,Diode 600 W Bidirectional Surface Mounte,120,2014244598,1117,11/24/2014
11/24/2014,999-AIC000026-E,Diode 5 15 KV 2000 Watt 100 A  SMD NA Lo,2030,2014244598,1117,11/24/2014
11/24/2014,999-AIC000044-E,Diode  8V 800mA  SMD DO214AA TRISIL,500,2014244598,1117,11/24/2014
11/24/2014,999-AIC000046-E,Diode  24V 8A  SMD SOT23 Dual TVS,200,2014244598,1117,11/24/2014
11/24/2014,999-AJC000009-E,Fuse 4  A  Slow Blow SMD Nano,550,2014244598,1117,11/24/2014
11/24/2014,999-AKC000006-E,Relay 3.3 V 220 V Contact AC Voltage 30,1196,2014244598,1117,11/24/2014
11/24/2014,999-ARC000005-E,Inductor 100uH 2.4A SMD DS5022 Power,86,2014244598,1117,11/24/2014
11/24/2014,999-AXC000001-E,Transistor 140V 3.5A SOT223 PNP,150,2014244598,1117,11/24/2014
11/24/2014,999-AXC000002-E,Transistor 140V 0.6A SOT23 NPN,300,2014244598,1117,11/24/2014
11/24/2014,999-AXC000003-E,Transistor 150V 0.6A SOT23 PNP,200,2014244598,1117,11/24/2014
11/24/2014,999-AXC000013-E,Transistor NPN Small Signal SOT23 Genera,200,2014244598,1117,11/24/2014
11/24/2014,999-AXC000035-E,Transistor PNP 60V 1A SMD SOT23,200,2014244598,1117,11/24/2014
11/24/2014,999-AYC000006-E,Resistor 4.75KiloOhms 1%  100V Breakdown,200,2014244598,1117,11/24/2014
11/24/2014,999-AYC000014-E,Resistor 3.3 Ohms 1% SMD RC1206  Thick f,160,2014244598,1117,11/24/2014
11/24/2014,999-AYC393250-E,Resistor 10ohms 1% SMD RC0603 1/16W,690,2014244598,1117,11/24/2014
11/24/2014,999-AYC393516-E,"Resistor,13.3K,1/10W,1%,0603",300,2014244598,1117,11/24/2014
11/24/2014,999-AYC395251-E,"Resistor,33E,1/10W,5%,0603",10000,2014244598,1117,11/24/2014
11/24/2014,999-AYC395252-E,"Resistor,180E,1/10W,5%,0603",1383,2014244598,1117,11/24/2014
11/24/2014,999-AYC395256-E,"Resistor,68E,1/10W,5%,0603",200,2014244598,1117,11/24/2014
11/24/2014,999-AYC395257-E,"Resistor,150E,1/10W,5%,0603",650,2014244598,1117,11/24/2014
11/24/2014,999-AYC395501-E,"Resistor,4.7K,1/10W,5%,0603",305,2014244598,1117,11/24/2014
11/24/2014,999-AYC395521-E,"Resistor,3.3K,1/10W,5%,0603",575,2014244598,1117,11/24/2014
11/24/2014,999-AYC595259-E,Resistor 100 Ohms 5% RC1206 1/8W,200,2014244598,1117,11/24/2014
11/24/2014,999-AYC595750-E,"Resistor,1M,1/4W,5%,1206",200,2014244598,1117,11/24/2014
11/24/2014,999-AYCGA3250-E,Resistor 10 Ohms 1% 1/4W thin film RC020,460,2014244598,1117,11/24/2014
11/24/2014,999-AYCGA3251-E,Resistor 470 Ohms 1% 1/4W thin film RC02,200,2014244598,1117,11/24/2014
11/24/2014,999-AYCGA3253-E,Resistor 200 Ohms 1% 1/4W thin film RC02,343,2014244598,1117,11/24/2014
11/24/2014,999-AYCGA3254-E,Resistor 82 Ohms 1% 1/4W thin film RC020,460,2014244598,1117,11/24/2014
11/24/2014,999-AYCGA3255-E,Resistor 15 Ohms 1% 1/4W thin film RC020,223,2014244598,1117,11/24/2014
11/24/2014,999-AYCGA3502-E,Resistor 5.1 Kilo Ohms 1% 1/4W thin film,200,2014244598,1117,11/24/2014
11/24/2014,999-AYCGA3504-E,Resistor 200 Kilo Ohms 1% 1/4W thin film,250,2014244598,1117,11/24/2014
11/24/2014,999-AYCGA3505-E,Resistor 56.2 Kilo Ohms 1% 1/4W thin fil,200,2014244598,1117,11/24/2014
11/24/2014,999-BGC000002-E,IC 3.3V 250kbps TSSOP16 RS232,347,2014244598,1117,11/24/2014
11/24/2014,999-BGC000083-E,Ethernet switch with 16 FE Ports and 2-G,177,2014244598,1117,11/24/2014
11/24/2014,999-CAC000266-E,Conn stacked 2x2 RJ45 shielded without L,21,2014244598,1117,11/24/2014
11/24/2014,999-CAC000498-E,Board Stacker 5.08mm Stacker height ; 2.,50,2014244598,1117,11/24/2014
11/24/2014,999-CAC000505-E,"CONN 2x4 Stacked RJ45 with LED,125mil le",35,2014244598,1117,11/24/2014
11/24/2014,999-CBC000001-E,LED Bi-colour Red/Green 2.1v 25mA  4 pin,500,2014244598,1117,11/24/2014
11/24/2014,999-CBC000045-E,.Right-Angled SMD Bicolor 3.2x1.0x1.7mm,361,2014244598,1117,11/24/2014
11/24/2014,999-CKC000032-E,Eighth-Brick Isolated DC-DC Converters 4,60,2014244598,1117,11/24/2014
11/24/2014,999-CKC000040-E,2.95-5.5 VIN 5-15V VOUT 12W booster volt,168,2014244598,1117,11/24/2014
11/25/2014,999-ACC316504-E,"Cap,X7R,1nF,0603,10V,10%",122,2014244765,1120,11/25/2014
11/25/2014,999-AIC000016-E,Diode 600 W Bidirectional Surface Mounte,170,2014244765,1120,11/25/2014
11/25/2014,999-AIC000044-E,Diode  8V 800mA  SMD DO214AA TRISIL,150,2014244765,1120,11/25/2014
11/25/2014,999-AYC395256-E,"Resistor,68E,1/10W,5%,0603",339,2014244765,1120,11/25/2014
11/25/2014,999-AYC395501-E,"Resistor,4.7K,1/10W,5%,0603",200,2014244765,1120,11/25/2014
11/25/2014,999-AYCGA3507-E,Resistor 26.1 Kilo Ohms 1% 1/4W thin fil,197,2014244765,1120,11/25/2014
11/25/2014,999-BCC000001-E,Transformer SO16 SMD 1CT:1CT Single Port,350,2014244765,1120,11/25/2014
11/25/2014,999-BCC000002-E,Transformer SO20 SMD 1:2 Dual Port T1/E1,150,2014244765,1120,11/25/2014
11/25/2014,999-BGC000002-E,IC 3.3V 250kbps TSSOP16 RS232,150,2014244765,1120,11/25/2014
11/25/2014,999-BGC000022-E,IC Octal E1/T1/J1 LIU LQFP144,150,2014244765,1120,11/25/2014
11/25/2014,999-BGC000059-E,IC PROGRAMMABLE CMOS SLIC/CODEC WITH RIN,150,2014244765,1120,11/25/2014
11/25/2014,999-BHC000001-E,IC TinyLogic UHS Dual Buffer  SMD SC70-6,340,2014244765,1120,11/25/2014
11/25/2014,999-CAC000266-E,Conn stacked 2x2 RJ45 shielded without L,140,2014244765,1120,11/25/2014
11/25/2014,999-CAC000437-E,55 pin Xcede L-series right-angle (recep,145,2014244765,1120,11/25/2014
11/25/2014,999-CAC000505-E,"CONN 2x4 Stacked RJ45 with LED,125mil le",115,2014244765,1120,11/25/2014
11/25/2014,999-CAC000608-E,"Connector ,2x8 pins 2.54mm pitch dual ro",174,2014244765,1120,11/25/2014
11/25/2014,999-CLC000029-E,IC Serial Interface ACPI-Compatible Micr,150,2014244765,1120,11/25/2014
11/26/2014,160-CDC000065-M,EMI GASKET-4 FINGERS,200,2014245061,1126,11/26/2014
11/26/2014,170-CCA000022-M,PFU3 FACE PLATE ASSY-TJ1600C,173,2014245061,1126,11/26/2014
11/26/2014,170-CGC000041-M,STICKER PFU3-TJ1600C,200,2014245061,1126,11/26/2014
11/26/2014,170-PCC000043-E,"Bare Board Part for PFU3, TJ1600C-R2 48V",177,2014245061,1126,11/26/2014
11/26/2014,998-CFA000006-M,HEAT SINK ASSY-DPU9,581,2014245061,1126,11/26/2014
11/26/2014,999-ACC000066-E,"Cap,X7R,470pF,2220,250V,10%",1150,2014245061,1126,11/26/2014
11/26/2014,999-ACC000076-E,"Capacitor,27nF,+/-10%,50V,X7R,0603",200,2014245061,1126,11/26/2014
11/26/2014,999-ACC000078-E,"Capacitor,47nF,+/-10%,16V,X7R,0603",760,2014245061,1126,11/26/2014
11/26/2014,999-ACC000186-E,Capacitor X7R 1UF 0805 25V 20%,200,2014245061,1126,11/26/2014
11/26/2014,999-ACC000208-E,Capacitor X7R 2.2UF 0805 25V 20%,950,2014245061,1126,11/26/2014
11/26/2014,999-ADC000018-E,Capacitor 1500 uF 100 V 20% Tolerence TH,88,2014245061,1126,11/26/2014
11/26/2014,999-AIC000128-E,"Diode, Schottky, 30V, 0.2A, Dual Common",380,2014245061,1126,11/26/2014
11/26/2014,999-AOC000132-E,3uH 1mOhm 65 Amps High Current Different,95,2014245061,1126,11/26/2014
11/26/2014,999-AOC000133-E,70uH 0.4mOhms 100A High Current Common M,382,2014245061,1126,11/26/2014
11/26/2014,999-AXC000006-E,MOSFET 50V 0.22A 3.5 Ohms SOT23 N-Channe,570,2014245061,1126,11/26/2014
11/26/2014,999-AYC000007-E,Resistor 3KiloOhms 1%  100V Breakdown Vo,200,2014245061,1126,11/26/2014
11/26/2014,999-AYC000024-E,Resistor 1.8 Ohms 1% 0.2 W  SMD RC0603,200,2014245061,1126,11/26/2014
11/26/2014,999-AYC000046-E,Resistor 150 KiloOhms 1% 0.125 W  SMD 06,760,2014245061,1126,11/26/2014
11/26/2014,999-AYC000054-E,Resistor 2.2 Ohms +/- 5% 0.33 W  SMD 120,380,2014245061,1126,11/26/2014
11/26/2014,999-AYC000064-E,Resistor 68 Ohms +/- 5% 1 W  SMD 2512  T,570,2014245061,1126,11/26/2014
11/26/2014,999-AYC000108-E,"Resistor,16.5K,1/10W,1%,0603",200,2014245061,1126,11/26/2014
11/26/2014,999-AYC000225-E,"1K Ohms, +/- 1% Tolerance, 1/4 W, SMD 12",380,2014245061,1126,11/26/2014
11/26/2014,999-AYC000254-E,"Resistor,154K,1/10W,+/-1%,0603",380,2014245061,1126,11/26/2014
