Pstng Date,Material,Material Description,Quantity,Mat. Doc.,Annexure Ref,Annexure date
12/11/2014,999-AJC000017-E,Fuse 4 A Slow Blow SMD Nano 452 Series,200,2014247751,1202,12/11/2015
12/11/2014,999-AXC000003-E,Transistor 150V 0.6A SOT23 PNP,200,2014247748,1202,12/11/2015
12/11/2014,999-AXC000023-E,MOSFET12 V 15 A 8 MilliOhms Rds 2.5 W Po,150,2014247751,1202,12/11/2015
12/11/2014,999-AYC000010-E,"Resistor,499E,1/10W,1%,0603",250,2014247748,1202,12/11/2015
12/11/2014,999-AYC000028-E,Resistor 3.16 KiloOhms 1% 0.063 W  SMD R,260,2014247748,1202,12/11/2015
12/11/2014,999-AYC000339-E,"Resistor, Thick Film 4.7k +/-1% 1/10W SM",5319,2014247751,1202,12/11/2015
12/11/2014,999-AYC395263-E,Resistor 82 Ohms 5%  SMD RC0603 1/16W,430,2014247748,1202,12/11/2015
12/11/2014,999-AYC395266-E,"Resistor,12E,1/10W,5%,0603",563,2014247751,1202,12/11/2015
12/11/2014,999-AYC395268-E,"Resistor,200E,1/10W,5%,0603",871,2014247751,1202,12/11/2015
12/11/2014,999-AYC395273-E,"Resistor,51E,1/10W,5%,0603",630,2014247751,1202,12/11/2015
12/11/2014,999-AYC395276-E,Resistor 62 Ohms 5% SMD RC0603 1/16W,200,2014247748,1202,12/11/2015
12/11/2014,999-AYC395288-E,"Resistor,22E,1/10W,5%,0603",300,2014247751,1202,12/11/2015
12/11/2014,999-AYC395502-E,"Resistor,10K,1/10W,5%,0603",550,2014247748,1202,12/11/2015
12/11/2014,999-AYC395503-E,Resistor 2K 5% SMD RC0603 1/16W,340,2014247751,1202,12/11/2015
12/11/2014,999-AYC395518-E,Resistor 120K 5% SMD RC0603 1/16W,449,2014247751,1202,12/11/2015
12/11/2014,999-AYC395520-E,Resistor 24K 5% SMD RC0603 1/16W,620,2014247748,1202,12/11/2015
12/11/2014,999-AYC395522-E,Resistor 47K 5% SMD RC0603 1/16W,310,2014247748,1202,12/11/2015
12/11/2014,999-AYC395528-E,"Resistor,22K,1/10W,5%,0603",720,2014247748,1202,12/11/2015
12/11/2014,999-AYC395536-E,Resistor 56K 5% SMD RC0603 1/16W,200,2014247748,1202,12/11/2015
12/11/2014,999-AYCB93502-E,Resistor 10 Kilo Ohms 1% 1/4W RC0204 Siz,330,2014247748,1202,12/11/2015
12/11/2014,999-AYCB93504-E,Resistor 274 Kilo Ohms 1% 1/4W RC0204 Si,330,2014247751,1202,12/11/2015
12/11/2014,999-AYCF15001-E,Resistor 0.01 Ohms 5% 1W Current Sense S,200,2014247748,1202,12/11/2015
12/11/2014,999-AZC000005-E,Resistor 0 Ohms 0 0 W  SMD RN_0603X4  Ch,1060,2014247748,1202,12/11/2015
12/11/2014,999-AZC000006-E,Resistor 33 Ohms 5% 1/16 W  SMD 4x0603,1160,2014247748,1202,12/11/2015
12/11/2014,999-AZC000008-E,Resistor 68 Ohms 5% 1/16 W  SMD 4x0603,750,2014247748,1202,12/11/2015
12/11/2014,999-BBC000091-E,Transformer SOL40 SMD 1:2 Quad Port Line,150,2014247751,1202,12/11/2015
12/11/2014,999-BEC000026-E,IC One-PLL General Purpose FLASH in-syst,46,2014247751,1202,12/11/2015
12/11/2014,999-BEC000080-E,IC CPLD 1270 LE 212 IO  MAX II Family -5,103,2014247751,1202,12/11/2015
12/11/2014,999-BEC000093-E,IC FPGA 8256LE 182IO Cyclone II  Family,40,2014247751,1202,12/11/2015
12/11/2014,999-BEC000107-E,FPGA 13696 Slices Virtex-II PRO 8 Transc,34,2014247751,1202,12/11/2015
12/11/2014,999-BEC000143-E,SONET/SDH Low Jitter Line Card Synchroni,54,2014247751,1202,12/11/2015
12/11/2014,999-BEC000177-E,32 port E1/T1 HDLIU PM4329,360,2014247751,1202,12/11/2015
12/11/2014,999-BEC000259-E,"IC, FPGA, 20K LUTs, 4 SERDES, Lattice EC",180,2014247751,1202,12/11/2015
12/11/2014,999-BEC000302-E,"IC, Spartan-6 FPGA (XC6SLX45T),43K logic",109,2014247751,1202,12/11/2015
12/11/2014,999-BHC000001-E,IC TinyLogic UHS Dual Buffer  SMD SC70-6,200,2014247748,1202,12/11/2015
12/11/2014,999-BKC000008-E,IC DUAL LVPECL TO LVTTL TRANSLATOR SO8,150,2014247748,1202,12/11/2015
12/11/2014,999-BKC000014-E,"IC 3.3V ECL /2, /4 & /8 Clock Divider  S",120,2014247751,1202,12/11/2015
12/11/2014,999-BOC000001-E,IC 32Kbits Serial I2C EEPROM SO08,150,2014247751,1202,12/11/2015
12/11/2014,999-BVC000002-E,"Oscillator,20.0000MHz,3.3V,Comm Grade,ą5",150,2014247751,1202,12/11/2015
12/11/2014,999-CAC000105-E,CONN MIXED POWER PCB MOUNT RT ANGLE MALE,6,2014247748,1202,12/11/2015
12/11/2014,999-CAC000121-E,CONN Right Angled Power D Two M+ One F C,10,2014247748,1202,12/11/2015
12/11/2014,999-CAC000161-E,CONN FG GUIDE RECEPTACLE,72,2014247748,1202,12/11/2015
12/11/2014,999-CAC000192-E,CONN SFP Cage Single Assembly,400,2014247751,1202,12/11/2015
12/11/2014,999-CAC000286-E,CONN UNSHROUDED HEADER 1X8 STRAIGHT,250,2014247748,1202,12/11/2015
12/11/2014,999-CAC000352-E,CONN 48 Pin EURO Male Straight,144,2014247751,1202,12/11/2015
12/11/2014,999-CAC000556-E,"4 row, 160 pin, .050inch pitch right ang",320,2014247751,1202,12/11/2015
12/11/2014,999-CAC000556-E,"4 row, 160 pin, .050inch pitch right ang",160,2014247751,1202,12/11/2015
12/11/2014,999-CAC000580-E,"Connector,1X2 RJ45 Connector with LED be",95,2014247751,1202,12/11/2015
12/11/2014,999-CAC000814-E,"CONN, Dual row header,2x35 pin with 14.3",44,2014247751,1202,12/11/2015
12/11/2014,999-CAC000815-E,"CONN, Dual row socket ,2x35 pin with 4.4",52,2014247751,1202,12/11/2015
12/11/2014,999-CAC000905-E,CONN 2x1 SFP Integrated Cage and Connect,10,2014247751,1202,12/11/2015
12/11/2014,999-CBC000001-E,LED Bi-colour Red/Green 2.1v 25mA  4 pin,1360,2014247748,1202,12/11/2015
12/11/2014,999-CLC000014-E,"IC Low-Cost 3.3V, 5 Output,Zero Delay Bu",250,2014247748,1202,12/11/2015
12/11/2014,999-CLC000177-E,IC 10A PWM Internal FET Step-Down Regula,150,2014247748,1202,12/11/2015
12/11/2014,999-CLC000180-E,IC Low-Voltage DDR Linear Regulator SMD,939,2014247748,1202,12/11/2015
12/11/2014,999-CLC000250-E,"IC, BUFFER,1:5 Clock Buffer,SO08, SMD",150,2014247751,1202,12/11/2015
12/11/2014,999-CMC000027-E,IC SONET/SDH Clock Multiplier  SMD FBGA6,120,2014247751,1202,12/11/2015
12/11/2014,999-ABC000001-E,"Ferrite Bead 3A, 1206 Package, 120 ohm a",3000,2014247755,1203,12/11/2015
12/11/2014,999-ACC000026-E,"Cap,Y5V,100nF,0402,10V,-20 TO 80%",493,2014247758,1203,12/11/2015
12/11/2014,999-ACC000081-E,"Capacitor,680nF,+/-10%,16V,X5R,0603",16000,2014247755,1203,12/11/2015
12/11/2014,999-ACC000092-E,Capacitor 2.2nF 10 V  10% SMD 0603 Ceram,203,2014247755,1203,12/11/2015
12/11/2014,999-ACC000100-E,"CAP 100nF,0603,X7R,10% 25V ,-55 /125 C.",40000,2014247755,1203,12/11/2015
12/11/2014,999-ACC000122-E,"Cap,X7R,22nF,1812,100V,20% Flexi Termina",298,2014247758,1203,12/11/2015
12/11/2014,999-ACC000128-E,"Capacitor 270 nF, +-10%, 0603, 16V, X7R",240,2014247758,1203,12/11/2015
12/11/2014,999-ACC000189-E,"Cap,X5R,10uF,0603,6.3V,10%",2482,2014247758,1203,12/11/2015
12/11/2014,999-ACC000232-E,"Cap,X5R,10uF,0805,16V,10%",26300,2014247755,1203,12/11/2015
12/11/2014,999-ACC318501-E,"Cap,Y5V,220nF,0603,10V,-20 TO 80%",515,2014247755,1203,12/11/2015
12/11/2014,999-ACC326502-E,"Cap,X7R,10nF,0603,16V,10%",4000,2014247755,1203,12/11/2015
12/11/2014,999-AHC926001-E,Capacitor 47uF 16V 10% Case C Tantalum E,200,2014247755,1203,12/11/2015
12/11/2014,999-AHCA16001-E,"Capacitor 330UF 10V 10% Case D, Tantalum",670,2014247758,1203,12/11/2015
12/11/2014,999-AIC000006-E,Diode 18V SO08 Protection Array of 8,12000,2014247755,1203,12/11/2015
12/11/2014,999-AXC000001-E,Transistor 140V 3.5A SOT223 PNP,150,2014247755,1203,12/11/2015
12/11/2014,999-AXC000020-E,MOSFET30 V 27 A 4.4 MilliOhms Rds 3.6 W,255,2014247755,1203,12/11/2015
12/11/2014,999-AXC000045-E,Transistor 40V 600mA SMD SOT23,200,2014247758,1203,12/11/2015
12/11/2014,999-AXCOP0096-E,Opto-Coupler 2.5KV 80-600%Phototransisto,150,2014247758,1203,12/11/2015
12/11/2014,999-AYC000011-E,Resistor 499 KiloOhms 1% SMD RC0603  Thi,200,2014247758,1203,12/11/2015
12/11/2014,999-AYC000052-E,Resistor 1.4 KiloOhms 1% 1/16 W  SMD 060,156,2014247755,1203,12/11/2015
12/11/2014,999-AYC000117-E,"Resistor,36K,1/10W,1%,0603",200,2014247758,1203,12/11/2015
12/11/2014,999-AYC000120-E,"Resistor,0E,1/10W,5%,0603",200,2014247758,1203,12/11/2015
12/11/2014,999-AYC000127-E,"Resistor,100E,1/10W,5%,0603",200,2014247758,1203,12/11/2015
12/11/2014,999-AYC000133-E,"Resistor,470E,1/10W,5%,0603",200,2014247758,1203,12/11/2015
12/11/2014,999-AYC000136-E,"Resistor,22E,1/10W,5%,0603",200,2014247758,1203,12/11/2015
12/11/2014,999-AYC000139-E,"Resistor,4.7K,1/10W,5%,0603",200,2014247758,1203,12/11/2015
12/11/2014,999-AYC000251-E,"Resistor,2E,1/10W,+/-1%,0603",540,2014247758,1203,12/11/2015
12/11/2014,999-AYC000266-E,Resistor 2 KiloOhms 1% 1/10 W SMD RC0603,270,2014247758,1203,12/11/2015
12/11/2014,999-AYC000306-E,"Resistor,1k,1/10W,1%,0603",7249,2014247755,1203,12/11/2015
12/11/2014,999-AYC000339-E,"Resistor, Thick Film 4.7k +/-1% 1/10W SM",25100,2014247755,1203,12/11/2015
12/11/2014,999-AYC000339-E,"Resistor, Thick Film 4.7k +/-1% 1/10W SM",2600,2014247758,1203,12/11/2015
12/11/2014,999-AYC000349-E,Resistor 51.1k +/-1% 1/10W 0603,200,2014247758,1203,12/11/2015
12/11/2014,999-AYC000360-E,Resistor 3.09k +/-1% 1/10W 0603,250,2014247758,1203,12/11/2015
12/11/2014,999-AYC000373-E,"Resistor,61.9Ohm,1/10W,1%,0603",400,2014247758,1203,12/11/2015
12/11/2014,999-AYC393001-E,Resistor 9.31ohms 1%  SMD RC0603  1/16W,200,2014247758,1203,12/11/2015
12/11/2014,999-AYC393001-E,Resistor 9.31ohms 1%  SMD RC0603  1/16W,880,2014247755,1203,12/11/2015
12/11/2014,999-AYC393250-E,Resistor 10ohms 1% SMD RC0603 1/16W,385,2014247755,1203,12/11/2015
12/11/2014,999-AYC395001-E,"Resistor,0E,1/10W,5%,0603",6963,2014247758,1203,12/11/2015
12/11/2014,999-AYC395002-E,Resistor 4.7 Ohms 5%  SMD RC0603 1/16W,444,2014247758,1203,12/11/2015
12/11/2014,999-AYC395007-E,"Resistor,5.6E,1/10W,5%,0603",300,2014247758,1203,12/11/2015
12/11/2014,999-AYC395250-E,"Resistor,10E,1/10W,5%,0603",200,2014247758,1203,12/11/2015
12/11/2014,999-AYC395251-E,"Resistor,33E,1/10W,5%,0603",14654,2014247758,1203,12/11/2015
12/11/2014,999-AYC395251-E,"Resistor,33E,1/10W,5%,0603",31848,2014247755,1203,12/11/2015
12/11/2014,999-AYC395252-E,"Resistor,180E,1/10W,5%,0603",2050,2014247758,1203,12/11/2015
12/11/2014,999-AYC395254-E,Resistor 220 Ohms 5% SMD RC0603 1/16W,2460,2014247758,1203,12/11/2015
12/11/2014,999-AYC395255-E,"Resistor,100E,1/10W,5%,0603",2000,2014247755,1203,12/11/2015
12/11/2014,999-AYC395255-E,"Resistor,100E,1/10W,5%,0603",1030,2014247758,1203,12/11/2015
12/11/2014,999-AYC395259-E,Resistor 50 Ohms 5% SMD RC0603 1/16W,29823,2014247755,1203,12/11/2015
12/11/2014,999-AYC395261-E,"Resistor,75E,1/10W,5%,0603",530,2014247758,1203,12/11/2015
12/11/2014,999-AYC395262-E,Resistor 130 Ohms 5%  SMD RC0603 1/16W,460,2014247758,1203,12/11/2015
12/11/2014,999-AYC395288-E,"Resistor,22E,1/10W,5%,0603",820,2014247758,1203,12/11/2015
12/11/2014,999-AYC395500-E,"Resistor,1K,1/10W,5%,0603",620,2014247755,1203,12/11/2015
12/11/2014,999-AYC595265-E,Resistor 27 Ohms 5% RC1206 1/8W,201,2014247758,1203,12/11/2015
12/11/2014,999-AYC595500-E,"Resistor,1K,1/4W,5%,1206",200,2014247755,1203,12/11/2015
12/11/2014,999-AYC855502-E,Resistor 2.2 Kilo Ohms 5% TH AXIAL 5W,147,2014247755,1203,12/11/2015
12/11/2014,999-BEC000075-E,IC 8-port Fast Ethernet PHY Transceivers,120,2014247758,1203,12/11/2015
12/11/2014,999-BEC000089-E,"IC 240 LEs, 80 I/Os, -5 speed grade  SMD",10,2014247755,1203,12/11/2015
12/11/2014,999-BEC000093-E,IC FPGA 8256LE 182IO Cyclone II  Family,50,2014247758,1203,12/11/2015
12/11/2014,999-BEC000147-E,"FPGA, Virtex-5, 8 Txcvr, -1 Speed Grade,",60,2014247755,1203,12/11/2015
12/11/2014,999-BEC000152-E,"8 channel E1 short haul LIU, TQFP 144",100,2014247755,1203,12/11/2015
12/11/2014,999-BEC000236-E,"Xilinx FPGA, Spartan-3 (XC3S200AN), -4 S",100,2014247755,1203,12/11/2015
12/11/2014,999-BGC000052-E,IC 24xFE+4xGE Integrated L2 Switch  SMD,108,2014247755,1203,12/11/2015
12/11/2014,999-BGC000099-E,IC Quad Port 10/100/1000BaseT PHY and 10,130,2014247755,1203,12/11/2015
12/11/2014,999-BPC000041-E,IC 512Mbit (32Mx16 4 Banks) DDRII SDRAM,100,2014247755,1203,12/11/2015
12/11/2014,999-BRC000055-E,"IC, MPC8321 PQ II Pro processor, 266/200",20,2014247755,1203,12/11/2015
12/11/2014,999-BVC000002-E,"Oscillator,20.0000MHz,3.3V,Comm Grade,ą5",150,2014247755,1203,12/11/2015
12/11/2014,999-BVC000108-E,"Oscillator, 62.5MHz, LVDS, 2.5V, 7mmx5mm",100,2014247758,1203,12/11/2015
12/11/2014,999-CAC000814-E,"CONN, Dual row header,2x35 pin with 14.3",56,2014247755,1203,12/11/2015
12/11/2014,999-CAC000815-E,"CONN, Dual row socket ,2x35 pin with 4.4",53,2014247755,1203,12/11/2015
12/11/2014,999-CBC000028-E,LED 2mm Orange HE SMD LED12062.0V 20mA,220,2014247758,1203,12/11/2015
12/11/2014,999-CKC000019-E,Power Converter 48 V Input 12 V 16.7 A O,10,2014247755,1203,12/11/2015
12/11/2014,999-CLC000001-E,IC 3.3V ABT 16-BIT BUFFERS/DRIVERS WITH,440,2014247758,1203,12/11/2015
12/11/2014,999-CLC000018-E,"Diode 35V 8A Schottky Barrier, DPAK",150,2014247758,1203,12/11/2015
12/11/2014,999-CLC000054-E,IC 3.3V Low Power uP Reset Circuit SMD S,200,2014247755,1203,12/11/2015
12/11/2014,999-CLC000059-E,"IC Zero delay Clock Buffer/Multiplier, S",91,2014247758,1203,12/11/2015
12/11/2014,999-CLC000084-E,"IC High-Frequency, Current-Mode PWM Buck",150,2014247758,1203,12/11/2015
12/11/2014,999-CLC000086-E,IC 1.5A Fast Ultra Low Dropout Linear Re,142,2014247755,1203,12/11/2015
12/11/2014,999-CLC000134-E,IC 3.3V Low Power uP Reset Circuit SMD S,200,2014247758,1203,12/11/2015
12/11/2014,999-CLC000139-E,IC Serial Real-Time Clock SMD UMSO08,71,2014247755,1203,12/11/2015
12/11/2014,999-CLC000144-E,IC 2:1 Multiplexer SMD SC88,200,2014247758,1203,12/11/2015
12/11/2014,999-CLC000178-E,IC 1.425-3.6V In 2A 0.2V Dropout LDO Reg,400,2014247758,1203,12/11/2015
12/11/2014,999-CLC000253-E,IC I2C bus PWM Fan controller & system m,60,2014247755,1203,12/11/2015
12/11/2014,999-CLC000377-E,"IC, 16-Bit Bus transceiver and transpare",168,2014247758,1203,12/11/2015
12/12/2014,998-CPC000598-M,PACKING CUSHION FOR OAM CARD FOR TJ1700,130,2014247849,1208,12/12/2015
12/12/2014,115-PCC000006-E,Bareboard MC16S FAN TRAY CONTROLLER CARD,40,2014247905,1210,12/12/2015
12/12/2014,115-PCC000011-E,Tejas IP based 2XSTM16 Aggregate card(A1,10,2014247905,1210,12/12/2015
12/12/2014,999-ACC000029-E,"Cap,X7R,22nF,0612,50V,10%",200,2014247905,1210,12/12/2015
12/12/2014,999-ACC000031-E,"Cap,X7R,22nF,1210,1KV,10%",85,2014247905,1210,12/12/2015
12/12/2014,999-ACC000074-E,Y2-Capacitor 4.7nF 250V +/-20% 7.5mm pin,50,2014247905,1210,12/12/2015
12/12/2014,999-ACC000172-E,Capacitor 150UF 25V 20% TH 6.3X11 Al Ele,600,2014247905,1210,12/12/2015
12/12/2014,999-ACC000191-E,"Cap,NPO,4.7pF,0603,16V,10%",270,2014247905,1210,12/12/2015
12/12/2014,999-ACC315502-E,"Cap,X7R,22nF,0603,10V,5%",600,2014247905,1210,12/12/2015
12/12/2014,999-ACC316506-E,"Cap,X7R,10nF,0603,10V,10%",135,2014247905,1210,12/12/2015
12/12/2014,999-ACC318501-E,"Cap,Y5V,220nF,0603,10V,-20 TO 80%",900,2014247905,1210,12/12/2015
12/12/2014,999-ACC338501-E,"Cap,Y5V,100nF,0603,25V,-20 TO 80%",2326,2014247905,1210,12/12/2015
12/12/2014,999-ACC8D7501-E,"Cap,Y5V,2.2nF,T/H 5mm,2KV,20%",407,2014247905,1210,12/12/2015
12/12/2014,999-ACCEA7751-E,Capacitor 150uF 20V 20% 21mE 4.2A ripple,175,2014247905,1210,12/12/2015
12/12/2014,999-ADC837752-E,Capacitor 47uF 25V 20% TH 6.3mm Aluminiu,200,2014247905,1210,12/12/2015
12/12/2014,999-ADCD87752-E,Capacitor 150UF 6.3V  20% CASE 0.015Ohms,350,2014247905,1210,12/12/2015
12/12/2014,999-AHCA16001-E,"Capacitor 330UF 10V 10% Case D, Tantalum",1500,2014247905,1210,12/12/2015
12/12/2014,999-AIC000016-E,Diode 600 W Bidirectional Surface Mounte,1070,2014247905,1210,12/12/2015
12/12/2014,999-ALC000003-E,Relay 12V 15mA 125V Contact AC Voltage 3,50,2014247905,1210,12/12/2015
12/12/2014,999-AOC000036-E,Inductor 10uH 11.4A 0.008 Ohms Vertical,64,2014247905,1210,12/12/2015
12/12/2014,999-ARC000004-E,Inductor 2.2mH 2.5A EE2506 Core Common M,151,2014247905,1210,12/12/2015
12/12/2014,999-AXC000079-E,MOSFET 30V 60A 9 MilliOhms Rds 24nC D2PA,65,2014247905,1210,12/12/2015
12/12/2014,999-AXC000079-E,MOSFET 30V 60A 9 MilliOhms Rds 24nC D2PA,49,2014247905,1210,12/12/2015
12/12/2014,999-AYC000042-E,Resistor 270 Ohms 5% 1 W  SMD 2512  Chip,200,2014247905,1210,12/12/2015
12/12/2014,999-AYC000135-E,"Resistor,390E,1/10W,5%,0603",403,2014247905,1210,12/12/2015
12/12/2014,999-AYC000306-E,"Resistor,1k,1/10W,1%,0603",7320,2014247905,1210,12/12/2015
12/12/2014,999-AYC393250-E,Resistor 10ohms 1% SMD RC0603 1/16W,1570,2014247905,1210,12/12/2015
12/12/2014,999-AYC395288-E,"Resistor,22E,1/10W,5%,0603",2756,2014247905,1210,12/12/2015
12/12/2014,999-AYC395293-E,"Resistor,12K,1/10W,5%,0603",200,2014247905,1210,12/12/2015
12/12/2014,999-AYC395500-E,"Resistor,1K,1/10W,5%,0603",800,2014247905,1210,12/12/2015
12/12/2014,999-AYC395501-E,"Resistor,4.7K,1/10W,5%,0603",2200,2014247905,1210,12/12/2015
12/12/2014,999-AYC395503-E,Resistor 2K 5% SMD RC0603 1/16W,420,2014247905,1210,12/12/2015
12/12/2014,999-AYC395518-E,Resistor 120K 5% SMD RC0603 1/16W,530,2014247905,1210,12/12/2015
12/12/2014,999-AYC595502-E,Resistor 1.2 Kilo Ohms 5% RC1206 1/8W,147,2014247905,1210,12/12/2015
12/12/2014,999-AZC000004-E,Resistor 22 Ohms 5% 0.063W 100V Breakdow,4140,2014247905,1210,12/12/2015
12/12/2014,999-BEC000107-E,FPGA 13696 Slices Virtex-II PRO 8 Transc,25,2014247905,1210,12/12/2015
12/12/2014,999-BEC000144-E,JTAG MUX,49,2014247905,1210,12/12/2015
12/12/2014,999-BEC000177-E,32 port E1/T1 HDLIU PM4329,780,2014247905,1210,12/12/2015
12/12/2014,999-BGC000035-E,IC 10/100 Mbps Dual-Port Fast Ethernet P,85,2014247905,1210,12/12/2015
12/12/2014,999-BPC000114-E,IC 512Mbit (32Mx16 4 Banks) DDRII SDRAM,1380,2014247905,1210,12/12/2015
12/12/2014,999-BRC000016-E,IC MPC8247 POWERQUICC II with 266MHZ Cor,40,2014247905,1210,12/12/2015
12/12/2014,999-CAC000021-E,CONN DISCRETE CABLE HEADER 3 PIN,380,2014247905,1210,12/12/2015
12/12/2014,999-CAC000161-E,CONN FG GUIDE RECEPTACLE,80,2014247905,1210,12/12/2015
12/12/2014,999-CAC000369-E,3-ROW DIN 48-PIN TYPE R TH HOLE ST FEMAL,48,2014247905,1210,12/12/2015
12/12/2014,999-CLC000013-E,"IC SEVEN DARLINGTON ARRAYS, LED/Relay Dr",40,2014247905,1210,12/12/2015
12/12/2014,999-CLC000029-E,IC Serial Interface ACPI-Compatible Micr,170,2014247905,1210,12/12/2015
12/12/2014,999-CLC000053-E,IC 3V-12V Hot Swap Controller with Latch,150,2014247905,1210,12/12/2015
12/12/2014,999-CLC000111-E,IC Adjustable Precision Zener Shunt Regu,478,2014247905,1210,12/12/2015
12/12/2014,999-CLC000123-E,IC 10-port I2C Expander SMD MAX7316ATE,149,2014247905,1210,12/12/2015
12/12/2014,999-CLC000177-E,IC 10A PWM Internal FET Step-Down Regula,240,2014247905,1210,12/12/2015
12/12/2014,999-CLC000180-E,IC Low-Voltage DDR Linear Regulator SMD,353,2014247905,1210,12/12/2015
12/12/2014,999-CMC000026-E,IC 2.5/3.3V Diff. LVPECL 1:9 clock buffe,20,2014247905,1210,12/12/2015
12/12/2014,102-CDC000015-M,APSU01 COVER AC-TJ100CPR4,60,2014247942,1211,12/12/2015
12/12/2014,110-CCA000011-M,FACE PLATE ASSY 2x2488M-MC16S,35,2014247942,1211,12/12/2015
12/12/2014,110-CDA000003-M,FAN TRAY ASSY-MC16S,19,2014247942,1211,12/12/2015
12/12/2014,110-CGC000006-M,STICKER MC16S-FAN TRAY,40,2014247942,1211,12/12/2015
12/12/2014,110-CGC000036-M,STICKER MC16S-2x2488M,35,2014247942,1211,12/12/2015
12/12/2014,170-CCA000022-M,PFU3 FACE PLATE ASSY-TJ1600C,10,2014247942,1211,12/12/2015
12/12/2014,170-CGC000051-M,STICKER TJ1600,24,2014247942,1211,12/12/2015
12/12/2014,201-CCA000017-M,FACE PLATE ASSY MC4L-ELAN01 RoHS,50,2014247942,1211,12/12/2015
12/12/2014,998-BZA000189-X,CONNECTORISED FAN ASSY-MC16X,190,2014247942,1211,12/12/2015
12/12/2014,998-BZA000358-X,CABLE ASSY 5mm LED PANEL MOUNT RED-GREEN,93,2014247942,1211,12/12/2015
12/12/2014,998-BZA000857-X,"CONECTORISED FAN ASSY, 4 WIRE, 92X92x38",6,2014247942,1211,12/12/2015
12/12/2014,998-CPC000068-M,ESD WARNING STICKER,1941,2014247942,1211,12/12/2015
12/12/2014,998-CPC000159-M,ZIP LOCK POUCH 50X75,30,2014247942,1211,12/12/2015
12/12/2014,998-CPC000205-M,"SHIPPING LABEL- 4"" x 6""",1000,2014247942,1211,12/12/2015
12/12/2014,998-CPC000208-M,UNIT PACKING LABEL 50X100-GENERAL,1000,2014247942,1211,12/12/2015
12/12/2014,998-CPC000601-M,PACKING BOX FAN-TJ1700,57,2014247942,1211,12/12/2015
12/12/2014,999-BZC000042-X,CABLE TIE NON-RELEASE 3MM,310,2014247942,1211,12/12/2015
12/12/2014,999-CECNSS001-M,NUT HEX SST M2.5,140,2014247942,1211,12/12/2015
12/12/2014,999-CECNSS002-M,NUT HEX SST M3,512,2014247942,1211,12/12/2015
12/12/2014,999-CECSMX012-M,SCREW COMBI XR SST M3X4,370,2014247942,1211,12/12/2015
12/12/2014,999-CECSMX013-M,SCREW COMBI XR SST M3X5,60,2014247942,1211,12/12/2015
12/12/2014,999-CECSMX015-M,SCREW COMBI XR SST M3X8,2905,2014247942,1211,12/12/2015
12/12/2014,999-CECSMX016-M,SCREW COMBI XR SST M3X10,660,2014247942,1211,12/12/2015
12/12/2014,999-CECSPP010-M,SPACER 6 HEX M2.5x13,170,2014247942,1211,12/12/2015
12/12/2014,999-CECSPP011-M,SPACER 5x10 M2.5x13,50,2014247942,1211,12/12/2015
12/12/2014,999-CECSPX007-M,SCREW PAN XR SST M2.5X6,2450,2014247942,1211,12/12/2015
12/12/2014,999-CECSPX009-M,SCREW PAN XR SST M2.5X10,220,2014247942,1211,12/12/2015
12/12/2014,999-CECWPS005-M,WASHER PLAIN SST M2.5,513,2014247942,1211,12/12/2015
12/12/2014,999-CFC000020-M,BGA Heatsink,50,2014247942,1211,12/12/2015
12/12/2014,999-CFC000021-M,Heatsink TO220 Extruded Vertical 12.7 de,110,2014247942,1211,12/12/2015
12/12/2014,999-CFC000022-M,28.5(W)X28.5(L)X10(H)mmXmmXmm Push pin t,60,2014247942,1211,12/12/2015
12/12/2014,999-CGC000049-M,STICKER WEEE LABEL 10x13 mm,50,2014247942,1211,12/12/2015
12/13/2014,998-BBC000004-E,"Transformer 300uH, 250W PQ2625 core copp",122,2014248065,1214,12/13/2015
12/13/2014,999-ABC000001-E,"Ferrite Bead 3A, 1206 Package, 120 ohm a",1808,2014248065,1214,12/13/2015
12/13/2014,999-ABC000006-E,Ferrite Bead 600 Ohms At 100 MHz   500mA,2055,2014248065,1214,12/13/2015
12/13/2014,999-ABC000007-E,Ferrite Bead 220 Ohms At 100 MHz   2A SM,3000,2014248065,1214,12/13/2015
12/13/2014,999-ACC000010-E,"Cap,X7R,1nF,0402,10V,10%",2820,2014248065,1214,12/13/2015
12/13/2014,999-ACC000018-E,"Cap,X7R,100nF,1206,100V,10%",288,2014248065,1214,12/13/2015
12/13/2014,999-ACC000021-E,"Cap,X7R,1nF,1206,200V,10%",351,2014248065,1214,12/13/2015
12/13/2014,999-ACC000023-E,"Cap,X5R,47uF,1206,6.3V,20%",662,2014248065,1214,12/13/2015
12/13/2014,999-ACC000045-E,"Cap,X7R,220nF,0805,50V,20%",260,2014248065,1214,12/13/2015
12/13/2014,999-ACC000048-E,"Cap,X7R,4.7nF,0603,50V,10%",770,2014248065,1214,12/13/2015
12/13/2014,999-ACC000051-E,"Cap,X7R,3.3nF,0603,16V,5%",102,2014248065,1214,12/13/2015
12/13/2014,999-ACC000052-E,"Cap,X7R,100nF,0402,16V,20%",63895,2014248065,1214,12/13/2015
12/13/2014,999-ACC000061-E,"Cap,X7R,4.7nF,2220,250V,20%",290,2014248065,1214,12/13/2015
12/13/2014,999-ACC000066-E,"Cap,X7R,470pF,2220,250V,10%",450,2014248065,1214,12/13/2015
