Component, Board, Invoice Number, Invoice Date, Board Quantity, Component Consumption, Total Component Quantity
999-ACC000048-E,130-PCA000207-E,344,30-Mar-15,6,3,18
999-ACC000048-E,130-PCA000207-E,345,30-Mar-15,10,3,30
999-ACC000048-E,130-PCA000207-E,346,30-Mar-15,5,3,15
999-ACC000048-E,141-PCA000002-E,11,16-Apr-15,1,4,4
999-ACC000048-E,141-PCA000002-E,13,17-Apr-15,5,4,20
999-ACC000048-E,141-PCA000002-E,40,13-May-15,1,4,4
999-ACC000048-E,130-PCA000207-E,42,18-May-15,2,3,6
999-ACC000048-E,130-PCA000207-E,45,19-May-15,1,3,3
999-ACC000048-E,115-PCA000084-E,51,22-May-15,3,3,9
999-ACC000048-E,130-PCA000207-E,49,22-May-15,1,3,3
999-ACC000048-E,141-PCA000002-E,50,22-May-15,4,4,16
999-ACC000048-E,115-PCA000037-E,79,03-Jun-15,1,2,2
999-ACC000048-E,115-PCA000037-E,81,05-Jun-15,6,2,12
999-ACC000048-E,115-PCA000037-E,92,11-Jun-15,3,2,6
999-ACC000048-E,115-PCA000037-E,95,13-Jun-15,8,2,16
999-ACC000048-E,115-PCA000037-E,109,19-Jun-15,1,2,2
999-ACC000048-E,115-PCA000084-E,108,19-Jun-15,1,3,3
999-ACC000048-E,141-PCA000002-E,118,26-Jun-15,1,4,4
999-ACC000048-E,115-PCA000037-E,120,30-Jun-15,5,2,10
999-ACC000048-E,115-PCA000037-E,125,02-Jul-15,3,2,6
999-ACC000048-E,141-PCA000002-E,135,09-Jul-15,2,4,8
999-ACC000048-E,115-PCA000037-E,146,15-Jul-15,6,2,12
999-ACC000048-E,115-PCA000037-E,150,20-Jul-15,5,2,10
999-ACC000048-E,115-PCA000084-E,159,24-Jul-15,1,3,3
999-ACC000048-E,115-PCA000084-E,195,21-Sep-15,1,3,3
999-ACC000048-E,130-PCA000207-E,196,21-Sep-15,1,3,3
999-ACC000048-E,115-PCA000084-E,197,25-Sep-15,17,3,51
999-ACC000048-E,130-PCA000207-E,198,25-Sep-15,1,3,3
999-ACC000048-E,130-PCA000207-E,198,25-Sep-15,10,3,30
999-ACC000048-E,115-PCA000084-E,235,19-Jan-16,1,3,3
999-ACC000048-E,141-PCA000002-E,240,19-Jan-16,3,4,12
999-ACC000048-E,130-PCA000207-E,245,09-Feb-16,3,3,9
999-ACC000050-E,115-PCA000084-E,128,31-Dec-14,7,136,952
999-ACC000050-E,130-PCA000207-E,130,31-Dec-14,10,118,1180
999-ACC000050-E,130-PCA000207-E,132,31-Dec-14,4,118,472
999-ACC000050-E,130-PCA000207-E,131,31-Dec-14,5,118,590
999-ACC000050-E,130-PCA000207-E,129,31-Dec-14,10,118,1180
999-ACC000050-E,141-PCA000002-E,134,31-Dec-14,15,4,60
999-ACC000050-E,141-PCA000002-E,135,31-Dec-14,15,4,60
999-ACC000050-E,141-PCA000002-E,136,31-Dec-14,7,4,28
999-ACC000050-E,130-PCA000207-E,159,19-Jan-15,1,118,118
999-ACC000050-E,141-PCA000002-E,166,22-Jan-15,50,4,200
999-ACC000050-E,141-PCA000002-E,168,23-Jan-15,70,4,280
999-ACC000050-E,141-PCA000002-E,170,24-Jan-15,70,4,280
999-ACC000050-E,141-PCA000002-E,172,27-Jan-15,100,4,400
999-ACC000050-E,141-PCA000002-E,174,28-Jan-15,60,4,240
999-ACC000050-E,141-PCA000002-E,177,30-Jan-15,70,4,280
999-ACC000050-E,141-PCA000002-E,181,02-Feb-15,50,4,200
999-ACC000050-E,141-PCA000002-E,187,06-Feb-15,9,4,36
999-ACC000050-E,141-PCA000002-E,189,09-Feb-15,40,4,160
999-ACC000050-E,141-PCA000002-E,199,16-Feb-15,1,4,4
999-ACC000050-E,141-PCA000024-E,202,18-Feb-15,4,88,352
999-ACC000050-E,115-PCA000084-E,216,24-Feb-15,1,136,136
999-ACC000050-E,115-PCA000084-E,238,04-Mar-15,1,136,136
999-ACC000050-E,130-PCA000207-E,249,07-Mar-15,2,118,236
999-ACC000050-E,130-PCA000207-E,252,09-Mar-15,8,118,944
999-ACC000050-E,115-PCA000084-E,262,13-Mar-15,3,136,408
999-ACC000050-E,130-PCA000207-E,261,13-Mar-15,1,118,118
999-ACC000050-E,115-PCA000084-E,268,14-Mar-15,5,136,680
999-ACC000050-E,115-PCA000084-E,270,14-Mar-15,3,136,408
999-ACC000050-E,115-PCA000084-E,285,18-Mar-15,2,136,272
999-ACC000050-E,130-PCA000207-E,284,18-Mar-15,1,118,118
999-ACC000050-E,115-PCA000084-E,294,19-Mar-15,1,136,136
999-ACC000050-E,130-PCA000207-E,291,19-Mar-15,3,118,354
999-ACC000050-E,115-PCA000084-E,307,25-Mar-15,1,136,136
999-ACC000050-E,115-PCA000084-E,318,27-Mar-15,1,136,136
999-ACC000050-E,141-PCA000024-E,317,27-Mar-15,1,88,88
999-ACC000050-E,141-PCA000024-E,323,28-Mar-15,3,88,264
999-ACC000050-E,115-PCA000084-E,328,30-Mar-15,6,136,816
999-ACC000050-E,115-PCA000084-E,341,30-Mar-15,9,136,1224
999-ACC000050-E,115-PCA000084-E,342,30-Mar-15,10,136,1360
999-ACC000050-E,115-PCA000084-E,343,30-Mar-15,10,136,1360
999-ACC000050-E,130-PCA000207-E,344,30-Mar-15,6,118,708
999-ACC000050-E,130-PCA000207-E,345,30-Mar-15,10,118,1180
999-ACC000050-E,130-PCA000207-E,346,30-Mar-15,5,118,590
999-ACC000050-E,141-PCA000024-E,329,30-Mar-15,4,88,352
999-ACC000050-E,141-PCA000024-E,334,30-Mar-15,1,88,88
999-ACC000050-E,141-PCA000024-E,336,30-Mar-15,5,88,440
999-ACC000050-E,141-PCA000024-E,347,30-Mar-15,10,88,880
999-ACC000050-E,141-PCA000024-E,348,30-Mar-15,7,88,616
999-ACC000050-E,141-PCA000024-E,349,30-Mar-15,15,88,1320
999-ACC000050-E,141-PCA000024-E,350,30-Mar-15,15,88,1320
999-ACC000050-E,141-PCA000024-E,351,30-Mar-15,20,88,1760
999-ACC000050-E,141-PCA000024-E,352,30-Mar-15,20,88,1760
999-ACC000050-E,141-PCA000024-E,368,31-Mar-15,5,88,440
999-ACC000050-E,141-PCA000002-E,11,16-Apr-15,1,4,4
999-ACC000050-E,141-PCA000002-E,13,17-Apr-15,5,4,20
999-ACC000050-E,141-PCA000002-E,40,13-May-15,1,4,4
999-ACC000050-E,130-PCA000207-E,42,18-May-15,2,118,236
999-ACC000050-E,130-PCA000207-E,45,19-May-15,1,118,118
999-ACC000050-E,115-PCA000084-E,51,22-May-15,3,136,408
999-ACC000050-E,130-PCA000207-E,49,22-May-15,1,118,118
999-ACC000050-E,141-PCA000002-E,50,22-May-15,4,4,16
999-ACC000050-E,115-PCA000084-E,108,19-Jun-15,1,136,136
999-ACC000050-E,141-PCA000002-E,118,26-Jun-15,1,4,4
999-ACC000050-E,141-PCA000002-E,135,09-Jul-15,2,4,8
999-ACC000050-E,115-PCA000084-E,159,24-Jul-15,1,136,136
999-ACC000050-E,115-PCA000084-E,195,21-Sep-15,1,136,136
999-ACC000050-E,130-PCA000207-E,196,21-Sep-15,1,118,118
999-ACC000050-E,115-PCA000084-E,197,25-Sep-15,17,136,2312
999-ACC000050-E,130-PCA000207-E,198,25-Sep-15,1,118,118
999-ACC000050-E,130-PCA000207-E,198,25-Sep-15,10,118,1180
999-ACC000050-E,115-PCA000084-E,235,19-Jan-16,1,136,136
999-ACC000050-E,141-PCA000002-E,240,19-Jan-16,3,4,12
999-ACC000050-E,130-PCA000207-E,245,09-Feb-16,3,118,354
999-ACC000051-E,170-PCA000256-E,111,19-Dec-14,43,1,43
999-ACC000051-E,170-PCA000256-E,117,24-Dec-14,17,1,17
999-ACC000051-E,115-PCA000084-E,128,31-Dec-14,7,3,21
999-ACC000051-E,170-PCA000256-E,127,31-Dec-14,25,1,25
999-ACC000051-E,170-PCA000256-E,140,03-Jan-15,14,1,14
999-ACC000051-E,170-PCA000256-E,145,07-Jan-15,4,1,4
999-ACC000051-E,170-PCA000256-E,158,19-Jan-15,4,1,4
999-ACC000051-E,170-PCA000256-E,186,06-Feb-15,3,1,3
999-ACC000051-E,141-PCA000024-E,202,18-Feb-15,4,1,4
999-ACC000051-E,115-PCA000084-E,216,24-Feb-15,1,3,3
999-ACC000051-E,115-PCA000084-E,238,04-Mar-15,1,3,3
999-ACC000051-E,115-PCA000084-E,262,13-Mar-15,3,3,9
999-ACC000051-E,115-PCA000084-E,268,14-Mar-15,5,3,15
999-ACC000051-E,115-PCA000084-E,270,14-Mar-15,3,3,9
999-ACC000051-E,115-PCA000084-E,285,18-Mar-15,2,3,6
999-ACC000051-E,115-PCA000084-E,294,19-Mar-15,1,3,3
999-ACC000051-E,115-PCA000084-E,307,25-Mar-15,1,3,3
999-ACC000051-E,115-PCA000084-E,318,27-Mar-15,1,3,3
999-ACC000051-E,141-PCA000024-E,317,27-Mar-15,1,1,1
999-ACC000051-E,141-PCA000024-E,323,28-Mar-15,3,1,3
999-ACC000051-E,115-PCA000084-E,328,30-Mar-15,6,3,18
999-ACC000051-E,115-PCA000084-E,341,30-Mar-15,9,3,27
999-ACC000051-E,115-PCA000084-E,342,30-Mar-15,10,3,30
999-ACC000051-E,115-PCA000084-E,343,30-Mar-15,10,3,30
999-ACC000051-E,141-PCA000024-E,329,30-Mar-15,4,1,4
999-ACC000051-E,141-PCA000024-E,334,30-Mar-15,1,1,1
999-ACC000051-E,141-PCA000024-E,336,30-Mar-15,5,1,5
999-ACC000051-E,141-PCA000024-E,347,30-Mar-15,10,1,10
999-ACC000051-E,141-PCA000024-E,348,30-Mar-15,7,1,7
999-ACC000051-E,141-PCA000024-E,349,30-Mar-15,15,1,15
999-ACC000051-E,141-PCA000024-E,350,30-Mar-15,15,1,15
999-ACC000051-E,141-PCA000024-E,351,30-Mar-15,20,1,20
999-ACC000051-E,141-PCA000024-E,352,30-Mar-15,20,1,20
999-ACC000051-E,141-PCA000024-E,368,31-Mar-15,5,1,5
999-ACC000051-E,115-PCA000084-E,51,22-May-15,3,3,9
999-ACC000051-E,115-PCA000084-E,108,19-Jun-15,1,3,3
999-ACC000051-E,115-PCA000084-E,159,24-Jul-15,1,3,3
999-ACC000051-E,115-PCA000084-E,195,21-Sep-15,1,3,3
999-ACC000051-E,115-PCA000084-E,197,25-Sep-15,17,3,51
999-ACC000051-E,170-PCA000256-E,229,13-Jan-16,4,1,4
999-ACC000051-E,115-PCA000084-E,235,19-Jan-16,1,3,3
999-ACC000052-E,170-PCA000256-E,111,19-Dec-14,43,37,1591
999-ACC000052-E,170-PCA000256-E,117,24-Dec-14,17,37,629
999-ACC000052-E,115-PCA000084-E,128,31-Dec-14,7,393,2751
999-ACC000052-E,130-PCA000207-E,130,31-Dec-14,10,897,8970
999-ACC000052-E,130-PCA000207-E,132,31-Dec-14,4,897,3588
999-ACC000052-E,130-PCA000207-E,131,31-Dec-14,5,897,4485
999-ACC000052-E,130-PCA000207-E,129,31-Dec-14,10,897,8970
999-ACC000052-E,141-PCA000002-E,134,31-Dec-14,15,120,1800
999-ACC000052-E,141-PCA000002-E,135,31-Dec-14,15,120,1800
999-ACC000052-E,141-PCA000002-E,136,31-Dec-14,7,120,840
999-ACC000052-E,170-PCA000256-E,127,31-Dec-14,25,37,925
999-ACC000052-E,170-PCA000256-E,140,03-Jan-15,14,37,518
999-ACC000052-E,170-PCA000256-E,145,07-Jan-15,4,37,148
999-ACC000052-E,130-PCA000207-E,159,19-Jan-15,1,897,897
999-ACC000052-E,170-PCA000256-E,158,19-Jan-15,4,37,148
999-ACC000052-E,141-PCA000002-E,166,22-Jan-15,50,120,6000
999-ACC000052-E,141-PCA000002-E,168,23-Jan-15,70,120,8400
999-ACC000052-E,141-PCA000002-E,170,24-Jan-15,70,120,8400
999-ACC000052-E,141-PCA000002-E,172,27-Jan-15,100,120,12000
999-ACC000052-E,141-PCA000002-E,174,28-Jan-15,60,120,7200
999-ACC000052-E,141-PCA000002-E,177,30-Jan-15,70,120,8400
999-ACC000052-E,141-PCA000002-E,181,02-Feb-15,50,120,6000
999-ACC000052-E,141-PCA000002-E,187,06-Feb-15,9,120,1080
999-ACC000052-E,170-PCA000256-E,186,06-Feb-15,3,37,111
999-ACC000052-E,141-PCA000002-E,189,09-Feb-15,40,120,4800
999-ACC000052-E,115-PCA000039-E,196,13-Feb-15,50,20,1000
999-ACC000052-E,115-PCA000039-E,199,16-Feb-15,23,20,460
999-ACC000052-E,141-PCA000002-E,199,16-Feb-15,1,120,120
999-ACC000052-E,141-PCA000024-E,202,18-Feb-15,4,564,2256
999-ACC000052-E,115-PCA000084-E,216,24-Feb-15,1,393,393
999-ACC000052-E,115-PCA000084-E,238,04-Mar-15,1,393,393
999-ACC000052-E,130-PCA000207-E,249,07-Mar-15,2,897,1794
999-ACC000052-E,130-PCA000207-E,252,09-Mar-15,8,897,7176
999-ACC000052-E,115-PCA000039-E,260,13-Mar-15,1,20,20
999-ACC000052-E,115-PCA000084-E,262,13-Mar-15,3,393,1179
999-ACC000052-E,130-PCA000207-E,261,13-Mar-15,1,897,897
999-ACC000052-E,115-PCA000084-E,268,14-Mar-15,5,393,1965
999-ACC000052-E,115-PCA000084-E,270,14-Mar-15,3,393,1179
999-ACC000052-E,115-PCA000084-E,285,18-Mar-15,2,393,786
999-ACC000052-E,130-PCA000207-E,284,18-Mar-15,1,897,897
999-ACC000052-E,115-PCA000084-E,294,19-Mar-15,1,393,393
999-ACC000052-E,130-PCA000207-E,291,19-Mar-15,3,897,2691
999-ACC000052-E,115-PCA000084-E,307,25-Mar-15,1,393,393
999-ACC000052-E,115-PCA000084-E,318,27-Mar-15,1,393,393
999-ACC000052-E,141-PCA000024-E,317,27-Mar-15,1,564,564
999-ACC000052-E,141-PCA000024-E,323,28-Mar-15,3,564,1692
999-ACC000052-E,115-PCA000039-E,327,30-Mar-15,5,20,100
999-ACC000052-E,115-PCA000039-E,339,30-Mar-15,3,20,60
999-ACC000052-E,115-PCA000039-E,340,30-Mar-15,16,20,320
999-ACC000052-E,115-PCA000084-E,328,30-Mar-15,6,393,2358
999-ACC000052-E,115-PCA000084-E,341,30-Mar-15,9,393,3537
999-ACC000052-E,115-PCA000084-E,342,30-Mar-15,10,393,3930
999-ACC000052-E,115-PCA000084-E,343,30-Mar-15,10,393,3930
999-ACC000052-E,130-PCA000207-E,344,30-Mar-15,6,897,5382
999-ACC000052-E,130-PCA000207-E,345,30-Mar-15,10,897,8970
999-ACC000052-E,130-PCA000207-E,346,30-Mar-15,5,897,4485
999-ACC000052-E,141-PCA000024-E,329,30-Mar-15,4,564,2256
999-ACC000052-E,141-PCA000024-E,334,30-Mar-15,1,564,564
999-ACC000052-E,141-PCA000024-E,336,30-Mar-15,5,564,2820
999-ACC000052-E,141-PCA000024-E,347,30-Mar-15,10,564,5640
999-ACC000052-E,141-PCA000024-E,348,30-Mar-15,7,564,3948
999-ACC000052-E,141-PCA000024-E,349,30-Mar-15,15,564,8460
999-ACC000052-E,141-PCA000024-E,350,30-Mar-15,15,564,8460
999-ACC000052-E,141-PCA000024-E,351,30-Mar-15,20,564,11280
999-ACC000052-E,141-PCA000024-E,352,30-Mar-15,20,564,11280
999-ACC000052-E,140-SKU000004-P,366,31-Mar-15,3,181,543
999-ACC000052-E,140-SKU000004-P,367,31-Mar-15,3,181,543
999-ACC000052-E,141-PCA000024-E,368,31-Mar-15,5,564,2820
999-ACC000052-E,141-PCA000002-E,11,16-Apr-15,1,120,120
999-ACC000052-E,141-PCA000002-E,13,17-Apr-15,5,120,600
999-ACC000052-E,140-SKU000004-P,32,07-May-15,3,181,543
999-ACC000052-E,140-SKU000004-P,34,08-May-15,4,181,724
999-ACC000052-E,140-SKU000004-P,35,11-May-15,1,181,181
999-ACC000052-E,141-PCA000002-E,40,13-May-15,1,120,120
999-ACC000052-E,130-PCA000207-E,42,18-May-15,2,897,1794
999-ACC000052-E,130-PCA000207-E,45,19-May-15,1,897,897
999-ACC000052-E,115-PCA000084-E,51,22-May-15,3,393,1179
999-ACC000052-E,130-PCA000207-E,49,22-May-15,1,897,897
999-ACC000052-E,141-PCA000002-E,50,22-May-15,4,120,480
999-ACC000052-E,115-PCA000084-E,108,19-Jun-15,1,393,393
999-ACC000052-E,141-PCA000002-E,118,26-Jun-15,1,120,120
999-ACC000052-E,140-SKU000004-P,133,09-Jul-15,3,181,543
999-ACC000052-E,141-PCA000002-E,135,09-Jul-15,2,120,240
999-ACC000052-E,115-PCA000084-E,159,24-Jul-15,1,393,393
999-ACC000052-E,140-SKU000004-P,155,24-Jul-15,2,181,362
999-ACC000052-E,115-PCA000039-E,171,31-Jul-15,2,20,40
999-ACC000052-E,115-PCA000039-E,176,05-Aug-15,5,20,100
999-ACC000052-E,140-SKU000004-P,178,05-Aug-15,1,181,181
999-ACC000052-E,115-PCA000039-E,179,10-Aug-15,4,20,80
999-ACC000052-E,115-PCA000039-E,191,21-Sep-15,2,20,40
999-ACC000052-E,115-PCA000084-E,195,21-Sep-15,1,393,393
999-ACC000052-E,130-PCA000207-E,196,21-Sep-15,1,897,897
999-ACC000052-E,115-PCA000084-E,197,25-Sep-15,17,393,6681
999-ACC000052-E,130-PCA000207-E,198,25-Sep-15,1,897,897
999-ACC000052-E,130-PCA000207-E,198,25-Sep-15,10,897,8970
999-ACC000052-E,170-PCA000256-E,229,13-Jan-16,4,37,148
999-ACC000052-E,115-PCA000039-E,243,19-Jan-16,3,20,60
999-ACC000052-E,115-PCA000084-E,235,19-Jan-16,1,393,393
999-ACC000052-E,141-PCA000002-E,240,19-Jan-16,3,120,360
999-ACC000052-E,130-PCA000207-E,245,09-Feb-16,3,897,2691
999-ACC000053-E,170-PCA000256-E,111,19-Dec-14,43,4,172
999-ACC000053-E,170-PCA000256-E,117,24-Dec-14,17,4,68
999-ACC000053-E,104-PCA000001-E,126,31-Dec-14,47,1,47
999-ACC000053-E,115-PCA000084-E,128,31-Dec-14,7,10,70
999-ACC000053-E,130-PCA000207-E,130,31-Dec-14,10,49,490
999-ACC000053-E,130-PCA000207-E,132,31-Dec-14,4,49,196
999-ACC000053-E,130-PCA000207-E,131,31-Dec-14,5,49,245
999-ACC000053-E,130-PCA000207-E,129,31-Dec-14,10,49,490
999-ACC000053-E,141-PCA000002-E,134,31-Dec-14,15,3,45
999-ACC000053-E,141-PCA000002-E,135,31-Dec-14,15,3,45
999-ACC000053-E,141-PCA000002-E,136,31-Dec-14,7,3,21
999-ACC000053-E,170-PCA000256-E,127,31-Dec-14,25,4,100
999-ACC000053-E,170-PCA000256-E,140,03-Jan-15,14,4,56
999-ACC000053-E,170-PCA000256-E,145,07-Jan-15,4,4,16
999-ACC000053-E,130-PCA000207-E,159,19-Jan-15,1,49,49
999-ACC000053-E,170-PCA000256-E,158,19-Jan-15,4,4,16
999-ACC000053-E,141-PCA000002-E,166,22-Jan-15,50,3,150
999-ACC000053-E,141-PCA000002-E,168,23-Jan-15,70,3,210
999-ACC000053-E,141-PCA000002-E,170,24-Jan-15,70,3,210
999-ACC000053-E,141-PCA000002-E,172,27-Jan-15,100,3,300
999-ACC000053-E,141-PCA000002-E,174,28-Jan-15,60,3,180
999-ACC000053-E,141-PCA000002-E,177,30-Jan-15,70,3,210
999-ACC000053-E,141-PCA000002-E,181,02-Feb-15,50,3,150
999-ACC000053-E,141-PCA000002-E,187,06-Feb-15,9,3,27
999-ACC000053-E,170-PCA000256-E,186,06-Feb-15,3,4,12
999-ACC000053-E,141-PCA000002-E,189,09-Feb-15,40,3,120
999-ACC000053-E,141-PCA000002-E,199,16-Feb-15,1,3,3
999-ACC000053-E,115-PCA000037-E,202,18-Feb-15,3,1,3
999-ACC000053-E,141-PCA000024-E,202,18-Feb-15,4,39,156
999-ACC000053-E,115-PCA000037-E,207,20-Feb-15,15,1,15
999-ACC000053-E,115-PCA000037-E,213,23-Feb-15,8,1,8
999-ACC000053-E,115-PCA000037-E,214,24-Feb-15,13,1,13
999-ACC000053-E,115-PCA000084-E,216,24-Feb-15,1,10,10
999-ACC000053-E,115-PCA000037-E,219,25-Feb-15,1,1,1
999-ACC000053-E,104-PCA000001-E,223,26-Feb-15,50,1,50
999-ACC000053-E,104-PCA000001-E,232,02-Mar-15,60,1,60
999-ACC000053-E,104-PCA000001-E,234,03-Mar-15,80,1,80
999-ACC000053-E,104-PCA000001-E,237,04-Mar-15,110,1,110
999-ACC000053-E,115-PCA000084-E,238,04-Mar-15,1,10,10
999-ACC000053-E,104-PCA000001-E,241,05-Mar-15,117,1,117
999-ACC000053-E,104-PCA000001-E,243,06-Mar-15,54,1,54
999-ACC000053-E,115-PCA000037-E,248,07-Mar-15,1,1,1
999-ACC000053-E,130-PCA000207-E,249,07-Mar-15,2,49,98
999-ACC000053-E,104-PCA000001-E,254,09-Mar-15,34,1,34
999-ACC000053-E,130-PCA000207-E,252,09-Mar-15,8,49,392
999-ACC000053-E,104-PCA000001-E,256,12-Mar-15,67,1,67
999-ACC000053-E,115-PCA000037-E,263,13-Mar-15,5,1,5
999-ACC000053-E,104-PCA000001-E,258,13-Mar-15,3,1,3
999-ACC000053-E,115-PCA000084-E,262,13-Mar-15,3,10,30
999-ACC000053-E,130-PCA000207-E,261,13-Mar-15,1,49,49
999-ACC000053-E,115-PCA000037-E,267,14-Mar-15,4,1,4
999-ACC000053-E,115-PCA000084-E,268,14-Mar-15,5,10,50
999-ACC000053-E,115-PCA000084-E,270,14-Mar-15,3,10,30
999-ACC000053-E,115-PCA000037-E,279,17-Mar-15,3,1,3
999-ACC000053-E,115-PCA000037-E,280,17-Mar-15,1,1,1
999-ACC000053-E,115-PCA000037-E,283,18-Mar-15,1,1,1
999-ACC000053-E,115-PCA000084-E,285,18-Mar-15,2,10,20
999-ACC000053-E,130-PCA000207-E,284,18-Mar-15,1,49,49
999-ACC000053-E,115-PCA000037-E,295,19-Mar-15,1,1,1
999-ACC000053-E,115-PCA000084-E,294,19-Mar-15,1,10,10
999-ACC000053-E,130-PCA000207-E,291,19-Mar-15,3,49,147
999-ACC000053-E,104-PCA000001-E,306,25-Mar-15,5,1,5
999-ACC000053-E,115-PCA000084-E,307,25-Mar-15,1,10,10
999-ACC000053-E,115-PCA000037-E,309,26-Mar-15,11,1,11
999-ACC000053-E,104-PCA000001-E,311,26-Mar-15,5,1,5
999-ACC000053-E,104-PCA000001-E,319,27-Mar-15,10,1,10
999-ACC000053-E,115-PCA000084-E,318,27-Mar-15,1,10,10
999-ACC000053-E,141-PCA000024-E,317,27-Mar-15,1,39,39
999-ACC000053-E,104-PCA000001-E,321,28-Mar-15,35,1,35
999-ACC000053-E,141-PCA000024-E,323,28-Mar-15,3,39,117
999-ACC000053-E,115-PCA000037-E,326,30-Mar-15,5,1,5
999-ACC000053-E,115-PCA000037-E,337,30-Mar-15,15,1,15
999-ACC000053-E,115-PCA000084-E,328,30-Mar-15,6,10,60
999-ACC000053-E,115-PCA000084-E,341,30-Mar-15,9,10,90
999-ACC000053-E,115-PCA000084-E,342,30-Mar-15,10,10,100
999-ACC000053-E,115-PCA000084-E,343,30-Mar-15,10,10,100
999-ACC000053-E,130-PCA000207-E,344,30-Mar-15,6,49,294
999-ACC000053-E,130-PCA000207-E,345,30-Mar-15,10,49,490
999-ACC000053-E,130-PCA000207-E,346,30-Mar-15,5,49,245
999-ACC000053-E,141-PCA000024-E,329,30-Mar-15,4,39,156
999-ACC000053-E,141-PCA000024-E,334,30-Mar-15,1,39,39
999-ACC000053-E,141-PCA000024-E,336,30-Mar-15,5,39,195
999-ACC000053-E,141-PCA000024-E,347,30-Mar-15,10,39,390
999-ACC000053-E,141-PCA000024-E,348,30-Mar-15,7,39,273
999-ACC000053-E,141-PCA000024-E,349,30-Mar-15,15,39,585
999-ACC000053-E,141-PCA000024-E,350,30-Mar-15,15,39,585
999-ACC000053-E,141-PCA000024-E,351,30-Mar-15,20,39,780
999-ACC000053-E,141-PCA000024-E,352,30-Mar-15,20,39,780
999-ACC000053-E,104-PCA000001-E,370,31-Mar-15,3,1,3
999-ACC000053-E,104-PCA000001-E,372,31-Mar-15,4,1,4
999-ACC000053-E,140-SKU000004-P,366,31-Mar-15,3,2,6
999-ACC000053-E,140-SKU000004-P,367,31-Mar-15,3,2,6
999-ACC000053-E,141-PCA000024-E,368,31-Mar-15,5,39,195
999-ACC000053-E,104-PCA000001-E,3,07-Apr-15,5,1,5
999-ACC000053-E,141-PCA000002-E,11,16-Apr-15,1,3,3
999-ACC000053-E,104-PCA000001-E,15,17-Apr-15,3,1,3
999-ACC000053-E,141-PCA000002-E,13,17-Apr-15,5,3,15
999-ACC000053-E,104-PCA000001-E,25,22-Apr-15,2,1,2
999-ACC000053-E,104-PCA000001-E,30,04-May-15,1,1,1
999-ACC000053-E,104-PCA000025-E,37,05-May-15,135,1,135
999-ACC000053-E,140-SKU000004-P,32,07-May-15,3,2,6
999-ACC000053-E,140-SKU000004-P,34,08-May-15,4,2,8
999-ACC000053-E,140-SKU000004-P,35,11-May-15,1,2,2
999-ACC000053-E,141-PCA000002-E,40,13-May-15,1,3,3
999-ACC000053-E,104-PCA000025-E,39,13-May-15,5,1,5
999-ACC000053-E,130-PCA000207-E,42,18-May-15,2,49,98
999-ACC000053-E,130-PCA000207-E,45,19-May-15,1,49,49
999-ACC000053-E,115-PCA000084-E,51,22-May-15,3,10,30
999-ACC000053-E,130-PCA000207-E,49,22-May-15,1,49,49
999-ACC000053-E,141-PCA000002-E,50,22-May-15,4,3,12
999-ACC000053-E,104-PCA000025-E,56,23-May-15,9,1,9
999-ACC000053-E,115-PCA000037-E,79,03-Jun-15,1,1,1
999-ACC000053-E,115-PCA000037-E,81,05-Jun-15,6,1,6
999-ACC000053-E,115-PCA000037-E,92,11-Jun-15,3,1,3
999-ACC000053-E,104-PCA000001-E,90,11-Jun-15,8,1,8
999-ACC000053-E,115-PCA000037-E,95,13-Jun-15,8,1,8
999-ACC000053-E,130-PCA000205-E,99,15-Jun-15,30,5,150
999-ACC000053-E,130-PCA000205-E,102,16-Jun-15,40,5,200
999-ACC000053-E,130-PCA000205-E,106,18-Jun-15,60,5,300
999-ACC000053-E,115-PCA000037-E,109,19-Jun-15,1,1,1
999-ACC000053-E,115-PCA000084-E,108,19-Jun-15,1,10,10
999-ACC000053-E,130-PCA000205-E,107,19-Jun-15,20,5,100
999-ACC000053-E,130-PCA000205-E,114,23-Jun-15,11,5,55
999-ACC000053-E,141-PCA000002-E,118,26-Jun-15,1,3,3
999-ACC000053-E,130-PCA000205-E,116,26-Jun-15,28,5,140
999-ACC000053-E,115-PCA000037-E,120,30-Jun-15,5,1,5
999-ACC000053-E,130-PCA000205-E,121,30-Jun-15,11,5,55
999-ACC000053-E,115-PCA000037-E,125,02-Jul-15,3,1,3
999-ACC000053-E,130-PCA000205-E,123,02-Jul-15,14,5,70
999-ACC000053-E,130-PCA000205-E,128,07-Jul-15,34,5,170
999-ACC000053-E,140-SKU000004-P,133,09-Jul-15,3,2,6
999-ACC000053-E,141-PCA000002-E,135,09-Jul-15,2,3,6
999-ACC000053-E,130-PCA000205-E,134,09-Jul-15,10,5,50
999-ACC000053-E,115-PCA000037-E,146,15-Jul-15,6,1,6
999-ACC000053-E,115-PCA000037-E,150,20-Jul-15,5,1,5
999-ACC000053-E,130-PCA000205-E,153,20-Jul-15,16,5,80
999-ACC000053-E,104-PCA000001-E,161,24-Jul-15,1,1,1
999-ACC000053-E,115-PCA000084-E,159,24-Jul-15,1,10,10
999-ACC000053-E,140-SKU000004-P,155,24-Jul-15,2,2,4
999-ACC000053-E,104-PCA000025-E,156,24-Jul-15,2,1,2
999-ACC000053-E,130-PCA000205-E,157,24-Jul-15,2,5,10
999-ACC000053-E,130-PCA000205-E,170,31-Jul-15,5,5,25
