Component, Board, Invoice Number, Invoice Date, Board Quantity, Component Consumption, Total Component Quantity
999-BEC000075-E,115-PCA000084-E,341,30-Mar-15,9,1,9
999-BEC000075-E,115-PCA000084-E,342,30-Mar-15,10,1,10
999-BEC000075-E,115-PCA000084-E,343,30-Mar-15,10,1,10
999-BEC000075-E,115-PCA000084-E,51,22-May-15,3,1,3
999-BEC000075-E,115-PCA000084-E,108,19-Jun-15,1,1,1
999-BEC000075-E,115-PCA000084-E,159,24-Jul-15,1,1,1
999-BEC000075-E,115-PCA000084-E,195,21-Sep-15,1,1,1
999-BEC000075-E,115-PCA000084-E,197,25-Sep-15,17,1,17
999-BEC000075-E,115-PCA000084-E,235,19-Jan-16,1,1,1
999-BEC000080-E,115-PCA000084-E,128,31-Dec-14,7,1,7
999-BEC000080-E,115-PCA000084-E,216,24-Feb-15,1,1,1
999-BEC000080-E,115-PCA000084-E,238,04-Mar-15,1,1,1
999-BEC000080-E,115-PCA000084-E,262,13-Mar-15,3,1,3
999-BEC000080-E,115-PCA000084-E,268,14-Mar-15,5,1,5
999-BEC000080-E,115-PCA000084-E,270,14-Mar-15,3,1,3
999-BEC000080-E,115-PCA000084-E,285,18-Mar-15,2,1,2
999-BEC000080-E,115-PCA000084-E,294,19-Mar-15,1,1,1
999-BEC000080-E,115-PCA000084-E,307,25-Mar-15,1,1,1
999-BEC000080-E,115-PCA000084-E,318,27-Mar-15,1,1,1
999-BEC000080-E,115-PCA000084-E,328,30-Mar-15,6,1,6
999-BEC000080-E,115-PCA000084-E,341,30-Mar-15,9,1,9
999-BEC000080-E,115-PCA000084-E,342,30-Mar-15,10,1,10
999-BEC000080-E,115-PCA000084-E,343,30-Mar-15,10,1,10
999-BEC000080-E,115-PCA000084-E,51,22-May-15,3,1,3
999-BEC000080-E,115-PCA000084-E,108,19-Jun-15,1,1,1
999-BEC000080-E,115-PCA000084-E,159,24-Jul-15,1,1,1
999-BEC000080-E,115-PCA000084-E,195,21-Sep-15,1,1,1
999-BEC000080-E,115-PCA000084-E,197,25-Sep-15,17,1,17
999-BEC000080-E,115-PCA000084-E,235,19-Jan-16,1,1,1
999-BEC000089-E,115-PCA000084-E,128,31-Dec-14,7,1,7
999-BEC000089-E,115-PCA000084-E,216,24-Feb-15,1,1,1
999-BEC000089-E,115-PCA000084-E,238,04-Mar-15,1,1,1
999-BEC000089-E,115-PCA000084-E,262,13-Mar-15,3,1,3
999-BEC000089-E,115-PCA000084-E,268,14-Mar-15,5,1,5
999-BEC000089-E,115-PCA000084-E,270,14-Mar-15,3,1,3
999-BEC000089-E,115-PCA000084-E,285,18-Mar-15,2,1,2
999-BEC000089-E,115-PCA000084-E,294,19-Mar-15,1,1,1
999-BEC000089-E,115-PCA000084-E,307,25-Mar-15,1,1,1
999-BEC000089-E,115-PCA000084-E,318,27-Mar-15,1,1,1
999-BEC000089-E,115-PCA000084-E,328,30-Mar-15,6,1,6
999-BEC000089-E,115-PCA000084-E,341,30-Mar-15,9,1,9
999-BEC000089-E,115-PCA000084-E,342,30-Mar-15,10,1,10
999-BEC000089-E,115-PCA000084-E,343,30-Mar-15,10,1,10
999-BEC000089-E,115-PCA000084-E,51,22-May-15,3,1,3
999-BEC000089-E,115-PCA000084-E,108,19-Jun-15,1,1,1
999-BEC000089-E,115-PCA000084-E,159,24-Jul-15,1,1,1
999-BEC000089-E,115-PCA000084-E,195,21-Sep-15,1,1,1
999-BEC000089-E,115-PCA000084-E,197,25-Sep-15,17,1,17
999-BEC000089-E,115-PCA000084-E,235,19-Jan-16,1,1,1
999-BEC000093-E,115-PCA000084-E,128,31-Dec-14,7,1,7
999-BEC000093-E,115-PCA000084-E,216,24-Feb-15,1,1,1
999-BEC000093-E,115-PCA000084-E,238,04-Mar-15,1,1,1
999-BEC000093-E,115-PCA000084-E,262,13-Mar-15,3,1,3
999-BEC000093-E,115-PCA000084-E,268,14-Mar-15,5,1,5
999-BEC000093-E,115-PCA000084-E,270,14-Mar-15,3,1,3
999-BEC000093-E,115-PCA000084-E,285,18-Mar-15,2,1,2
999-BEC000093-E,115-PCA000084-E,294,19-Mar-15,1,1,1
999-BEC000093-E,115-PCA000084-E,307,25-Mar-15,1,1,1
999-BEC000093-E,115-PCA000084-E,318,27-Mar-15,1,1,1
999-BEC000093-E,115-PCA000084-E,328,30-Mar-15,6,1,6
999-BEC000093-E,115-PCA000084-E,341,30-Mar-15,9,1,9
999-BEC000093-E,115-PCA000084-E,342,30-Mar-15,10,1,10
999-BEC000093-E,115-PCA000084-E,343,30-Mar-15,10,1,10
999-BEC000093-E,115-PCA000084-E,51,22-May-15,3,1,3
999-BEC000093-E,115-PCA000084-E,108,19-Jun-15,1,1,1
999-BEC000093-E,115-PCA000084-E,159,24-Jul-15,1,1,1
999-BEC000093-E,115-PCA000084-E,195,21-Sep-15,1,1,1
999-BEC000093-E,115-PCA000084-E,197,25-Sep-15,17,1,17
999-BEC000093-E,115-PCA000084-E,235,19-Jan-16,1,1,1
999-BEC000107-E,115-PCA000084-E,128,31-Dec-14,7,1,7
999-BEC000107-E,115-PCA000084-E,216,24-Feb-15,1,1,1
999-BEC000107-E,115-PCA000084-E,238,04-Mar-15,1,1,1
999-BEC000107-E,115-PCA000084-E,262,13-Mar-15,3,1,3
999-BEC000107-E,115-PCA000084-E,268,14-Mar-15,5,1,5
999-BEC000107-E,115-PCA000084-E,270,14-Mar-15,3,1,3
999-BEC000107-E,115-PCA000084-E,285,18-Mar-15,2,1,2
999-BEC000107-E,115-PCA000084-E,294,19-Mar-15,1,1,1
999-BEC000107-E,115-PCA000084-E,307,25-Mar-15,1,1,1
999-BEC000107-E,115-PCA000084-E,318,27-Mar-15,1,1,1
999-BEC000107-E,115-PCA000084-E,328,30-Mar-15,6,1,6
999-BEC000107-E,115-PCA000084-E,341,30-Mar-15,9,1,9
999-BEC000107-E,115-PCA000084-E,342,30-Mar-15,10,1,10
999-BEC000107-E,115-PCA000084-E,343,30-Mar-15,10,1,10
999-BEC000107-E,115-PCA000084-E,51,22-May-15,3,1,3
999-BEC000107-E,115-PCA000084-E,108,19-Jun-15,1,1,1
999-BEC000107-E,115-PCA000084-E,159,24-Jul-15,1,1,1
999-BEC000107-E,115-PCA000084-E,195,21-Sep-15,1,1,1
999-BEC000107-E,115-PCA000084-E,197,25-Sep-15,17,1,17
999-BEC000107-E,115-PCA000084-E,235,19-Jan-16,1,1,1
999-BEC000111-E,115-PCA000084-E,128,31-Dec-14,7,2,14
999-BEC000111-E,115-PCA000084-E,216,24-Feb-15,1,2,2
999-BEC000111-E,115-PCA000084-E,238,04-Mar-15,1,2,2
999-BEC000111-E,115-PCA000084-E,262,13-Mar-15,3,2,6
999-BEC000111-E,115-PCA000084-E,268,14-Mar-15,5,2,10
999-BEC000111-E,115-PCA000084-E,270,14-Mar-15,3,2,6
999-BEC000111-E,115-PCA000084-E,285,18-Mar-15,2,2,4
999-BEC000111-E,115-PCA000084-E,294,19-Mar-15,1,2,2
999-BEC000111-E,115-PCA000084-E,307,25-Mar-15,1,2,2
999-BEC000111-E,115-PCA000084-E,318,27-Mar-15,1,2,2
999-BEC000111-E,115-PCA000084-E,328,30-Mar-15,6,2,12
999-BEC000111-E,115-PCA000084-E,341,30-Mar-15,9,2,18
999-BEC000111-E,115-PCA000084-E,342,30-Mar-15,10,2,20
999-BEC000111-E,115-PCA000084-E,343,30-Mar-15,10,2,20
999-BEC000111-E,115-PCA000084-E,51,22-May-15,3,2,6
999-BEC000111-E,115-PCA000084-E,108,19-Jun-15,1,2,2
999-BEC000111-E,115-PCA000084-E,159,24-Jul-15,1,2,2
999-BEC000111-E,115-PCA000084-E,195,21-Sep-15,1,2,2
999-BEC000111-E,115-PCA000084-E,197,25-Sep-15,17,2,34
999-BEC000111-E,115-PCA000084-E,235,19-Jan-16,1,2,2
999-BEC000116-E,130-PCA000207-E,130,31-Dec-14,10,1,10
999-BEC000116-E,130-PCA000207-E,132,31-Dec-14,4,1,4
999-BEC000116-E,130-PCA000207-E,131,31-Dec-14,5,1,5
999-BEC000116-E,130-PCA000207-E,129,31-Dec-14,10,1,10
999-BEC000116-E,130-PCA000207-E,159,19-Jan-15,1,1,1
999-BEC000116-E,130-PCA000207-E,249,07-Mar-15,2,1,2
999-BEC000116-E,130-PCA000207-E,252,09-Mar-15,8,1,8
999-BEC000116-E,130-PCA000207-E,261,13-Mar-15,1,1,1
999-BEC000116-E,130-PCA000207-E,284,18-Mar-15,1,1,1
999-BEC000116-E,130-PCA000207-E,291,19-Mar-15,3,1,3
999-BEC000116-E,130-PCA000207-E,344,30-Mar-15,6,1,6
999-BEC000116-E,130-PCA000207-E,345,30-Mar-15,10,1,10
999-BEC000116-E,130-PCA000207-E,346,30-Mar-15,5,1,5
999-BEC000116-E,130-PCA000207-E,42,18-May-15,2,1,2
999-BEC000116-E,130-PCA000207-E,45,19-May-15,1,1,1
999-BEC000116-E,130-PCA000207-E,49,22-May-15,1,1,1
999-BEC000116-E,130-PCA000207-E,196,21-Sep-15,1,1,1
999-BEC000116-E,130-PCA000207-E,198,25-Sep-15,1,1,1
999-BEC000116-E,130-PCA000207-E,198,25-Sep-15,10,1,10
999-BEC000116-E,130-PCA000207-E,245,09-Feb-16,3,1,3
999-BEC000117-E,130-PCA000207-E,130,31-Dec-14,10,1,10
999-BEC000117-E,130-PCA000207-E,132,31-Dec-14,4,1,4
999-BEC000117-E,130-PCA000207-E,131,31-Dec-14,5,1,5
999-BEC000117-E,130-PCA000207-E,129,31-Dec-14,10,1,10
999-BEC000117-E,130-PCA000207-E,159,19-Jan-15,1,1,1
999-BEC000117-E,130-PCA000207-E,249,07-Mar-15,2,1,2
999-BEC000117-E,130-PCA000207-E,252,09-Mar-15,8,1,8
999-BEC000117-E,130-PCA000207-E,261,13-Mar-15,1,1,1
999-BEC000117-E,130-PCA000207-E,284,18-Mar-15,1,1,1
999-BEC000117-E,130-PCA000207-E,291,19-Mar-15,3,1,3
999-BEC000117-E,130-PCA000207-E,344,30-Mar-15,6,1,6
999-BEC000117-E,130-PCA000207-E,345,30-Mar-15,10,1,10
999-BEC000117-E,130-PCA000207-E,346,30-Mar-15,5,1,5
999-BEC000117-E,130-PCA000207-E,42,18-May-15,2,1,2
999-BEC000117-E,130-PCA000207-E,45,19-May-15,1,1,1
999-BEC000117-E,130-PCA000207-E,49,22-May-15,1,1,1
999-BEC000117-E,130-PCA000207-E,196,21-Sep-15,1,1,1
999-BEC000117-E,130-PCA000207-E,198,25-Sep-15,1,1,1
999-BEC000117-E,130-PCA000207-E,198,25-Sep-15,10,1,10
999-BEC000117-E,130-PCA000207-E,245,09-Feb-16,3,1,3
999-BEC000119-E,130-PCA000207-E,130,31-Dec-14,10,1,10
999-BEC000119-E,130-PCA000207-E,132,31-Dec-14,4,1,4
999-BEC000119-E,130-PCA000207-E,131,31-Dec-14,5,1,5
999-BEC000119-E,130-PCA000207-E,129,31-Dec-14,10,1,10
999-BEC000119-E,130-PCA000207-E,159,19-Jan-15,1,1,1
999-BEC000119-E,130-PCA000207-E,249,07-Mar-15,2,1,2
999-BEC000119-E,130-PCA000207-E,252,09-Mar-15,8,1,8
999-BEC000119-E,130-PCA000207-E,261,13-Mar-15,1,1,1
999-BEC000119-E,130-PCA000207-E,284,18-Mar-15,1,1,1
999-BEC000119-E,130-PCA000207-E,291,19-Mar-15,3,1,3
999-BEC000119-E,130-PCA000207-E,344,30-Mar-15,6,1,6
999-BEC000119-E,130-PCA000207-E,345,30-Mar-15,10,1,10
999-BEC000119-E,130-PCA000207-E,346,30-Mar-15,5,1,5
999-BEC000119-E,130-PCA000207-E,42,18-May-15,2,1,2
999-BEC000119-E,130-PCA000207-E,45,19-May-15,1,1,1
999-BEC000119-E,130-PCA000207-E,49,22-May-15,1,1,1
999-BEC000119-E,130-PCA000207-E,196,21-Sep-15,1,1,1
999-BEC000119-E,130-PCA000207-E,198,25-Sep-15,1,1,1
999-BEC000119-E,130-PCA000207-E,198,25-Sep-15,10,1,10
999-BEC000119-E,130-PCA000207-E,245,09-Feb-16,3,1,3
999-BEC000120-E,130-PCA000207-E,130,31-Dec-14,10,2,20
999-BEC000120-E,130-PCA000207-E,132,31-Dec-14,4,2,8
999-BEC000120-E,130-PCA000207-E,131,31-Dec-14,5,2,10
999-BEC000120-E,130-PCA000207-E,129,31-Dec-14,10,2,20
999-BEC000120-E,130-PCA000207-E,159,19-Jan-15,1,2,2
999-BEC000120-E,130-PCA000207-E,249,07-Mar-15,2,2,4
999-BEC000120-E,130-PCA000207-E,252,09-Mar-15,8,2,16
999-BEC000120-E,130-PCA000207-E,261,13-Mar-15,1,2,2
999-BEC000120-E,130-PCA000207-E,284,18-Mar-15,1,2,2
999-BEC000120-E,130-PCA000207-E,291,19-Mar-15,3,2,6
999-BEC000120-E,130-PCA000207-E,344,30-Mar-15,6,2,12
999-BEC000120-E,130-PCA000207-E,345,30-Mar-15,10,2,20
999-BEC000120-E,130-PCA000207-E,346,30-Mar-15,5,2,10
999-BEC000120-E,130-PCA000207-E,42,18-May-15,2,2,4
999-BEC000120-E,130-PCA000207-E,45,19-May-15,1,2,2
999-BEC000120-E,130-PCA000207-E,49,22-May-15,1,2,2
999-BEC000120-E,130-PCA000207-E,196,21-Sep-15,1,2,2
999-BEC000120-E,130-PCA000207-E,198,25-Sep-15,1,2,2
999-BEC000120-E,130-PCA000207-E,198,25-Sep-15,10,2,20
999-BEC000120-E,130-PCA000207-E,245,09-Feb-16,3,2,6
999-BEC000122-E,130-PCA000207-E,130,31-Dec-14,10,1,10
999-BEC000122-E,130-PCA000207-E,132,31-Dec-14,4,1,4
999-BEC000122-E,130-PCA000207-E,131,31-Dec-14,5,1,5
999-BEC000122-E,130-PCA000207-E,129,31-Dec-14,10,1,10
999-BEC000122-E,130-PCA000207-E,159,19-Jan-15,1,1,1
999-BEC000122-E,130-PCA000207-E,249,07-Mar-15,2,1,2
999-BEC000122-E,130-PCA000207-E,252,09-Mar-15,8,1,8
999-BEC000122-E,130-PCA000207-E,261,13-Mar-15,1,1,1
999-BEC000122-E,130-PCA000207-E,284,18-Mar-15,1,1,1
999-BEC000122-E,130-PCA000207-E,291,19-Mar-15,3,1,3
999-BEC000122-E,130-PCA000207-E,344,30-Mar-15,6,1,6
999-BEC000122-E,130-PCA000207-E,345,30-Mar-15,10,1,10
999-BEC000122-E,130-PCA000207-E,346,30-Mar-15,5,1,5
999-BEC000122-E,130-PCA000207-E,42,18-May-15,2,1,2
999-BEC000122-E,130-PCA000207-E,45,19-May-15,1,1,1
999-BEC000122-E,130-PCA000207-E,49,22-May-15,1,1,1
999-BEC000122-E,130-PCA000207-E,196,21-Sep-15,1,1,1
999-BEC000122-E,130-PCA000207-E,198,25-Sep-15,1,1,1
999-BEC000122-E,130-PCA000207-E,198,25-Sep-15,10,1,10
999-BEC000122-E,130-PCA000207-E,245,09-Feb-16,3,1,3
999-BEC000139-E,104-PCA000004-E,220,25-Feb-15,5,1,5
999-BEC000139-E,104-PCA000004-E,222,26-Feb-15,20,1,20
999-BEC000139-E,104-PCA000004-E,224,27-Feb-15,18,1,18
999-BEC000139-E,104-PCA000004-E,227,27-Feb-15,7,1,7
999-BEC000139-E,104-PCA000004-E,230,28-Feb-15,20,1,20
999-BEC000139-E,104-PCA000004-E,231,02-Mar-15,10,1,10
999-BEC000139-E,104-PCA000004-E,233,03-Mar-15,4,1,4
999-BEC000139-E,104-PCA000004-E,240,05-Mar-15,7,1,7
999-BEC000139-E,104-PCA000004-E,244,06-Mar-15,3,1,3
999-BEC000139-E,104-PCA000004-E,246,07-Mar-15,1,1,1
999-BEC000139-E,104-PCA000004-E,259,13-Mar-15,1,1,1
999-BEC000139-E,104-PCA000004-E,310,26-Mar-15,7,1,7
999-BEC000139-E,104-PCA000004-E,319,27-Mar-15,3,1,3
999-BEC000139-E,104-PCA000004-E,322,28-Mar-15,1,1,1
999-BEC000139-E,104-PCA000004-E,333,30-Mar-15,1,1,1
999-BEC000139-E,104-PCA000004-E,19,21-Apr-15,1,1,1
999-BEC000139-E,104-PCA000004-E,23,22-Apr-15,1,1,1
999-BEC000139-E,104-PCA000004-E,36,11-May-15,3,1,3
999-BEC000139-E,104-PCA000004-E,238,19-Jan-16,4,1,4
999-BEC000139-E,104-PCA000004-E,246,09-Feb-16,1,1,1
999-BEC000142-E,130-PCA000207-E,130,31-Dec-14,10,1,10
999-BEC000142-E,130-PCA000207-E,132,31-Dec-14,4,1,4
999-BEC000142-E,130-PCA000207-E,131,31-Dec-14,5,1,5
999-BEC000142-E,130-PCA000207-E,129,31-Dec-14,10,1,10
999-BEC000142-E,130-PCA000207-E,159,19-Jan-15,1,1,1
999-BEC000142-E,130-PCA000207-E,249,07-Mar-15,2,1,2
999-BEC000142-E,130-PCA000207-E,252,09-Mar-15,8,1,8
999-BEC000142-E,130-PCA000207-E,261,13-Mar-15,1,1,1
999-BEC000142-E,130-PCA000207-E,284,18-Mar-15,1,1,1
999-BEC000142-E,130-PCA000207-E,291,19-Mar-15,3,1,3
999-BEC000142-E,130-PCA000207-E,344,30-Mar-15,6,1,6
999-BEC000142-E,130-PCA000207-E,345,30-Mar-15,10,1,10
999-BEC000142-E,130-PCA000207-E,346,30-Mar-15,5,1,5
999-BEC000142-E,130-PCA000207-E,42,18-May-15,2,1,2
999-BEC000142-E,130-PCA000207-E,45,19-May-15,1,1,1
999-BEC000142-E,130-PCA000207-E,49,22-May-15,1,1,1
999-BEC000142-E,130-PCA000207-E,196,21-Sep-15,1,1,1
999-BEC000142-E,130-PCA000207-E,198,25-Sep-15,1,1,1
999-BEC000142-E,130-PCA000207-E,198,25-Sep-15,10,1,10
999-BEC000142-E,130-PCA000207-E,245,09-Feb-16,3,1,3
999-BEC000143-E,130-PCA000207-E,130,31-Dec-14,10,1,10
999-BEC000143-E,130-PCA000207-E,132,31-Dec-14,4,1,4
999-BEC000143-E,130-PCA000207-E,131,31-Dec-14,5,1,5
999-BEC000143-E,130-PCA000207-E,129,31-Dec-14,10,1,10
999-BEC000143-E,130-PCA000207-E,159,19-Jan-15,1,1,1
999-BEC000143-E,130-PCA000207-E,249,07-Mar-15,2,1,2
999-BEC000143-E,130-PCA000207-E,252,09-Mar-15,8,1,8
999-BEC000143-E,130-PCA000207-E,261,13-Mar-15,1,1,1
999-BEC000143-E,130-PCA000207-E,284,18-Mar-15,1,1,1
999-BEC000143-E,130-PCA000207-E,291,19-Mar-15,3,1,3
999-BEC000143-E,130-PCA000207-E,344,30-Mar-15,6,1,6
999-BEC000143-E,130-PCA000207-E,345,30-Mar-15,10,1,10
999-BEC000143-E,130-PCA000207-E,346,30-Mar-15,5,1,5
999-BEC000143-E,130-PCA000207-E,42,18-May-15,2,1,2
999-BEC000143-E,130-PCA000207-E,45,19-May-15,1,1,1
999-BEC000143-E,130-PCA000207-E,49,22-May-15,1,1,1
999-BEC000143-E,130-PCA000207-E,196,21-Sep-15,1,1,1
999-BEC000143-E,130-PCA000207-E,198,25-Sep-15,1,1,1
999-BEC000143-E,130-PCA000207-E,198,25-Sep-15,10,1,10
999-BEC000143-E,130-PCA000207-E,245,09-Feb-16,3,1,3
999-BEC000144-E,115-PCA000084-E,128,31-Dec-14,7,1,7
999-BEC000144-E,130-PCA000207-E,130,31-Dec-14,10,1,10
999-BEC000144-E,130-PCA000207-E,132,31-Dec-14,4,1,4
999-BEC000144-E,130-PCA000207-E,131,31-Dec-14,5,1,5
999-BEC000144-E,130-PCA000207-E,129,31-Dec-14,10,1,10
999-BEC000144-E,130-PCA000207-E,159,19-Jan-15,1,1,1
999-BEC000144-E,115-PCA000084-E,216,24-Feb-15,1,1,1
999-BEC000144-E,115-PCA000084-E,238,04-Mar-15,1,1,1
999-BEC000144-E,130-PCA000207-E,249,07-Mar-15,2,1,2
999-BEC000144-E,130-PCA000207-E,252,09-Mar-15,8,1,8
999-BEC000144-E,115-PCA000084-E,262,13-Mar-15,3,1,3
999-BEC000144-E,130-PCA000207-E,261,13-Mar-15,1,1,1
999-BEC000144-E,115-PCA000084-E,268,14-Mar-15,5,1,5
999-BEC000144-E,115-PCA000084-E,270,14-Mar-15,3,1,3
999-BEC000144-E,115-PCA000084-E,285,18-Mar-15,2,1,2
999-BEC000144-E,130-PCA000207-E,284,18-Mar-15,1,1,1
999-BEC000144-E,115-PCA000084-E,294,19-Mar-15,1,1,1
999-BEC000144-E,130-PCA000207-E,291,19-Mar-15,3,1,3
999-BEC000144-E,115-PCA000084-E,307,25-Mar-15,1,1,1
999-BEC000144-E,115-PCA000084-E,318,27-Mar-15,1,1,1
999-BEC000144-E,115-PCA000084-E,328,30-Mar-15,6,1,6
999-BEC000144-E,115-PCA000084-E,341,30-Mar-15,9,1,9
999-BEC000144-E,115-PCA000084-E,342,30-Mar-15,10,1,10
999-BEC000144-E,115-PCA000084-E,343,30-Mar-15,10,1,10
999-BEC000144-E,130-PCA000207-E,344,30-Mar-15,6,1,6
999-BEC000144-E,130-PCA000207-E,345,30-Mar-15,10,1,10
999-BEC000144-E,130-PCA000207-E,346,30-Mar-15,5,1,5
999-BEC000144-E,130-PCA000207-E,42,18-May-15,2,1,2
999-BEC000144-E,130-PCA000207-E,45,19-May-15,1,1,1
999-BEC000144-E,115-PCA000084-E,51,22-May-15,3,1,3
999-BEC000144-E,130-PCA000207-E,49,22-May-15,1,1,1
999-BEC000144-E,115-PCA000084-E,108,19-Jun-15,1,1,1
999-BEC000144-E,115-PCA000084-E,159,24-Jul-15,1,1,1
999-BEC000144-E,115-PCA000084-E,195,21-Sep-15,1,1,1
999-BEC000144-E,130-PCA000207-E,196,21-Sep-15,1,1,1
999-BEC000144-E,115-PCA000084-E,197,25-Sep-15,17,1,17
999-BEC000144-E,130-PCA000207-E,198,25-Sep-15,1,1,1
999-BEC000144-E,130-PCA000207-E,198,25-Sep-15,10,1,10
999-BEC000144-E,115-PCA000084-E,235,19-Jan-16,1,1,1
999-BEC000144-E,130-PCA000207-E,245,09-Feb-16,3,1,3
999-BEC000147-E,115-PCA000039-E,196,13-Feb-15,50,2,100
999-BEC000147-E,115-PCA000039-E,199,16-Feb-15,23,2,46
999-BEC000147-E,115-PCA000039-E,260,13-Mar-15,1,2,2
999-BEC000147-E,115-PCA000039-E,327,30-Mar-15,5,2,10
999-BEC000147-E,115-PCA000039-E,339,30-Mar-15,3,2,6
999-BEC000147-E,115-PCA000039-E,340,30-Mar-15,16,2,32
999-BEC000147-E,115-PCA000039-E,171,31-Jul-15,2,2,4
999-BEC000147-E,115-PCA000039-E,176,05-Aug-15,5,2,10
999-BEC000147-E,115-PCA000039-E,179,10-Aug-15,4,2,8
999-BEC000147-E,115-PCA000039-E,191,21-Sep-15,2,2,4
999-BEC000147-E,115-PCA000039-E,243,19-Jan-16,3,2,6
999-BEC000148-E,170-PCA000003-E,95,05-Dec-14,11,1,11
999-BEC000148-E,170-PCA000003-E,97,06-Dec-14,24,1,24
999-BEC000148-E,170-PCA000003-E,100,08-Dec-14,17,1,17
999-BEC000148-E,170-PCA000003-E,102,09-Dec-14,6,1,6
999-BEC000148-E,170-PCA000003-E,104,10-Dec-14,9,1,9
999-BEC000148-E,170-PCA000003-E,107,15-Dec-14,58,1,58
999-BEC000148-E,170-PCA000003-E,111,19-Dec-14,10,1,10
999-BEC000148-E,141-PCA000002-E,134,31-Dec-14,15,1,15
999-BEC000148-E,141-PCA000002-E,135,31-Dec-14,15,1,15
999-BEC000148-E,141-PCA000002-E,136,31-Dec-14,7,1,7
999-BEC000148-E,141-PCA000002-E,166,22-Jan-15,50,1,50
999-BEC000148-E,141-PCA000002-E,168,23-Jan-15,70,1,70
999-BEC000148-E,141-PCA000002-E,170,24-Jan-15,70,1,70
999-BEC000148-E,141-PCA000002-E,172,27-Jan-15,100,1,100
999-BEC000148-E,141-PCA000002-E,174,28-Jan-15,60,1,60
999-BEC000148-E,141-PCA000002-E,177,30-Jan-15,70,1,70
999-BEC000148-E,141-PCA000002-E,181,02-Feb-15,50,1,50
999-BEC000148-E,141-PCA000002-E,187,06-Feb-15,9,1,9
999-BEC000148-E,141-PCA000002-E,189,09-Feb-15,40,1,40
999-BEC000148-E,115-PCA000039-E,196,13-Feb-15,50,1,50
999-BEC000148-E,115-PCA000039-E,199,16-Feb-15,23,1,23
999-BEC000148-E,141-PCA000002-E,199,16-Feb-15,1,1,1
999-BEC000148-E,115-PCA000039-E,260,13-Mar-15,1,1,1
999-BEC000148-E,170-PCA000003-E,287,18-Mar-15,1,1,1
999-BEC000148-E,170-PCA000003-E,288,18-Mar-15,10,1,10
999-BEC000148-E,170-PCA000003-E,292,19-Mar-15,22,1,22
999-BEC000148-E,170-PCA000003-E,298,20-Mar-15,22,1,22
999-BEC000148-E,170-PCA000003-E,301,23-Mar-15,15,1,15
999-BEC000148-E,170-PCA000003-E,303,25-Mar-15,6,1,6
999-BEC000148-E,170-PCA000003-E,312,26-Mar-15,4,1,4
999-BEC000148-E,115-PCA000039-E,327,30-Mar-15,5,1,5
999-BEC000148-E,115-PCA000039-E,339,30-Mar-15,3,1,3
999-BEC000148-E,115-PCA000039-E,340,30-Mar-15,16,1,16
999-BEC000148-E,170-PCA000003-E,356,30-Mar-15,16,1,16
999-BEC000148-E,170-PCA000003-E,357,30-Mar-15,12,1,12
999-BEC000148-E,170-PCA000003-E,358,30-Mar-15,20,1,20
999-BEC000148-E,170-PCA000003-E,359,30-Mar-15,12,1,12
999-BEC000148-E,141-PCA000002-E,11,16-Apr-15,1,1,1
999-BEC000148-E,141-PCA000002-E,13,17-Apr-15,5,1,5
999-BEC000148-E,170-PCA000003-E,16,21-Apr-15,1,1,1
999-BEC000148-E,141-PCA000002-E,40,13-May-15,1,1,1
999-BEC000148-E,141-PCA000002-E,50,22-May-15,4,1,4
999-BEC000148-E,170-PCA000003-E,65,27-May-15,5,1,5
999-BEC000148-E,170-PCA000003-E,77,03-Jun-15,1,1,1
999-BEC000148-E,170-PCA000003-E,84,06-Jun-15,11,1,11
999-BEC000148-E,170-PCA000003-E,84,06-Jun-15,14,1,14
999-BEC000148-E,170-PCA000003-E,86,10-Jun-15,50,1,50
999-BEC000148-E,170-PCA000003-E,93,11-Jun-15,20,1,20
999-BEC000148-E,170-PCA000003-E,96,13-Jun-15,35,1,35
999-BEC000148-E,170-PCA000003-E,98,15-Jun-15,6,1,6
999-BEC000148-E,170-PCA000003-E,101,16-Jun-15,5,1,5
999-BEC000148-E,170-PCA000003-E,105,18-Jun-15,16,1,16
999-BEC000148-E,170-PCA000003-E,111,23-Jun-15,9,1,9
999-BEC000148-E,141-PCA000002-E,118,26-Jun-15,1,1,1
999-BEC000148-E,170-PCA000003-E,117,26-Jun-15,10,1,10
999-BEC000148-E,170-PCA000003-E,119,30-Jun-15,6,1,6
999-BEC000148-E,170-PCA000003-E,126,02-Jul-15,5,1,5
999-BEC000148-E,170-PCA000003-E,127,07-Jul-15,3,1,3
999-BEC000148-E,141-PCA000002-E,135,09-Jul-15,2,1,2
999-BEC000148-E,115-PCA000039-E,171,31-Jul-15,2,1,2
999-BEC000148-E,115-PCA000039-E,176,05-Aug-15,5,1,5
999-BEC000148-E,115-PCA000039-E,179,10-Aug-15,4,1,4
999-BEC000148-E,115-PCA000039-E,191,21-Sep-15,2,1,2
999-BEC000148-E,170-PCA000003-E,190,21-Sep-15,1,1,1
999-BEC000148-E,115-PCA000039-E,243,19-Jan-16,3,1,3
999-BEC000148-E,141-PCA000002-E,240,19-Jan-16,3,1,3
999-BEC000148-E,170-PCA000003-E,236,19-Jan-16,2,1,2
999-BEC000151-E,104-PCA000004-E,220,25-Feb-15,5,2,10
999-BEC000151-E,104-PCA000004-E,222,26-Feb-15,20,2,40
