Component, Received From Tejas, Consumption, Scrap, Balance, Returned Quantity, Returned Accounted Quantity, Unaccounted Return Quantity, Is Balancing, Remaining Rows in Results, Balance In Annexure
203-CDA000003-M,380,380,0,0,0,0,0, true,0,1907
203-CDA000004-M,380,380,0,0,0,0,0, true,0,1907
203-CGC000003-M,380,380,0,0,0,0,0, true,0,1907
998-BZA000645-X,259,250,0,0,9,9,0, true,0,1769
998-CDC000017-M,1756,1368,0,0,388,388,0, true,0,1351
998-CFC000024-M,431,375,0,0,56,56,0, true,0,1907
999-CECSCX006-M,1840,1316,1,0,523,523,0, true,0,1221
999-CECSPP016-M,260,250,0,0,10,10,0, true,0, null
999-CECSPX049-M,594,500,94,0,0,0,0, true,0,1907
999-CFC000044-M,1260,1148,0,0,112,112,0, true,0,1221
999-ADC000015-E,682,580,35,0,67,67,0, true,0,1580
999-ARC000009-E,205,125,3,0,77,77,0, true,0,1223
999-AXC000046-E,310,250,10,0,50,50,0, true,0, null
999-AXC000064-E,270,125,35,0,110,110,0, true,0,1386
999-AYC000015-E,250,250,0,0,0,0,0, true,0,1223
999-AYC000096-E,400,250,58,0,92,92,0, true,0,1223
999-AYC000158-E,235,125,18,0,92,92,0, true,0, null
999-AYC000175-E,200,125,29,0,46,46,0, true,0, null
999-AYC000182-E,900,560,67,0,273,273,0, true,0,32
999-BRC000020-E,450,300,20,0,130,130,0, true,0,1223
999-ACC315250-E,620,500,120,0,0,0,0, true,0,1345
999-ACC326501-E,655,375,82,0,198,198,0, true,0,1345
999-ACC756502-E,944,650,34,0,260,260,0, true,0,1490
999-AHC916001-E,1097,550,135,0,412,412,0, true,0,30
999-AOC000040-E,236,175,0,0,61,61,0, true,0,1224
999-AXC000043-E,500,400,2,0,98,98,0, true,0,1345
999-AYC000051-E,1067,750,129,0,188,188,0, true,0,1618
999-AYC000122-E,1797,1125,672,0,0,0,0, true,0,1224
999-AYC000130-E,400,250,128,0,22,22,0, true,0,1224
999-AYC000199-E,1056,935,121,0,0,0,0, true,0,1559
998-CPC000161-M,85,85,0,0,0,0,0, true,0,1523
998-CPC000595-M,868,859,9,0,0,0,0, true,0,1921
999-ACC757504-E,1364,1050,116,0,198,198,0, true,0,1833
999-ADC000011-E,650,625,0,0,25,25,0, true,0,1227
999-ADC000026-E,784,750,2,0,32,32,0, true,0,1344
999-AEC000004-E,410,400,9,0,1,1,0, true,0,1482
999-AIC000050-E,8389,878,61,0,7450,7450,0, true,0,1579
999-AIC000090-E,506,250,215,0,41,41,0, true,0,1227
999-AOC000023-E,547,250,0,0,297,297,0, true,0,1522
999-AOC000034-E,450,250,2,0,198,198,0, true,0,1447
999-AXC000048-E,500,256,33,0,211,211,0, true,0,1227
999-AYC000062-E,400,250,150,0,0,0,0, true,0,1227
999-AYC000063-E,200,125,45,0,30,30,0, true,0, null
999-AYC000114-E,1804,243,214,0,1347,1347,0, true,0,283
999-AYC000173-E,1500,745,691,0,64,64,0, true,0,30
999-CLC000160-E,300,250,4,0,46,46,0, true,0,1227
999-BBC000020-E,350,250,1,0,99,99,0, true,0,1238
999-CAC000329-E,135,125,0,0,10,10,0, true,0,1339
999-CJC000010-E,145,125,2,0,18,18,0, true,0,1347
999-CLC000112-E,523,425,7,0,91,91,0, true,0,1347
999-AIC000061-E,1227,1185,1,0,41,41,0, true,0,1736
999-AJC000021-E,261,250,2,0,9,9,0, true,0, null
999-AXC000060-E,550,500,39,0,11,11,0, true,0,1344
999-AXC000061-E,531,500,19,0,12,12,0, true,0,1345
999-AXC000089-E,284,250,2,0,32,32,0, true,0,1345
999-AYC000267-E,252,125,42,0,85,85,0, true,0, null
999-AYCB93251-E,400,125,181,0,94,94,0, true,0,1239
999-BAA000001-E,128,125,3,0,0,0,0, true,0,1347
999-CAC000086-E,922,912,1,0,9,9,0, true,0,1523
999-CLC000158-E,150,125,1,0,24,24,0, true,0,1239
999-CLC000159-E,175,125,6,0,44,44,0, true,0,1347
999-AYC395291-E,985,262,173,0,550,550,0, true,0,1240
999-CAC000268-E,1382,1125,257,0,0,0,0, true,0,1447
999-CAC000289-E,420,104,1,0,315,315,0, true,0,1240
999-AYC000149-E,779,625,60,0,94,94,0, true,0,1345
999-AYC395519-E,399,175,93,0,131,131,0, true,0,1241
999-AYC395526-E,330,125,60,0,145,145,0, true,0, null
999-AYC595501-E,1550,995,60,0,495,495,0, true,0,30
999-BEC000208-E,400,250,2,0,148,148,0, true,0,1241
999-CLC000027-E,200,125,14,0,61,61,0, true,0, null
999-CLC000137-E,400,250,5,0,145,145,0, true,0,1241
999-CLC000155-E,457,435,6,0,16,16,0, true,0,29
999-CLC000170-E,498,375,30,0,93,93,0, true,0,1347
999-COC000012-E,321,250,4,0,67,67,0, true,0,1241
999-AXC000058-E,494,435,39,0,20,20,0, true,0,1243
999-AYC393507-E,400,250,68,0,82,82,0, true,0,1243
999-CHC000006-X,600,310,290,0,0,0,0, true,0, null
998-CPC000645-M,85,85,0,0,0,0,0, true,0,1769
999-AYC395513-E,200,0,0,0,200,200,0, true,0, null
999-AYC395751-E,200,0,0,0,200,200,0, true,0, null
999-BGC000025-E,100,0,0,0,100,100,0, true,0, null
999-BVC000037-E,106,0,0,0,106,106,0, true,0, null
999-CLC000008-E,1072,124,0,0,948,948,0, true,0,1478
001-PCCSYNC03-E,40,0,0,0,40,40,0, true,0, null
999-BUC000002-E,125,0,96,0,29,29,0, true,0,1319
998-CPC000740-M,878,684,14,0,180,180,0, true,0,1609
998-CPC000049-M,613,380,2,0,231,231,0, true,0,1907
998-CPC000053-M,390,380,3,0,7,7,0, true,0,1907
998-CPC000054-M,390,380,3,0,7,7,0, true,0, null
998-CPC000058-M,457,380,0,0,77,77,0, true,0,1907
998-CPC000092-M,425,323,23,0,79,79,0, true,0, null
998-CPC000162-M,885,684,180,0,21,21,0, true,0,1333
140-CDC000014-M,30,20,0,0,10,10,0, true,0, null
140-CDC000042-M,30,20,0,0,10,10,0, true,0, null
140-CGC000001-M,30,20,0,0,10,10,0, true,0, null
140-CGC000002-M,30,20,0,0,10,10,0, true,0, null
140-CGC000004-M,30,20,0,0,10,10,0, true,0, null
140-CGC000009-M,30,13,0,0,17,17,0, true,0, null
140-CGC000020-M,30,20,0,0,10,10,0, true,0, null
999-CECSCX045-M,340,240,2,0,98,98,0, true,0, null
140-CDA000014-M,30,20,0,0,10,10,0, true,0, null
140-CDA000016-M,30,20,0,0,10,10,0, true,0, null
140-CDA000026-M,30,20,0,0,10,10,0, true,0, null
140-CDA000030-M,20,20,0,0,0,0,0, true,0, null
998-BZA000966-X,68,60,0,0,8,8,0, true,0, null
999-ACC000374-E,30,20,0,0,10,10,0, true,0, null
999-BTC000022-E,22,20,0,0,2,2,0, true,0, null
998-CPC000067-M,25,20,0,0,5,5,0, true,0, null
998-CPC000095-M,188,188,0,0,0,0,0, true,0,1386
998-CPC000245-M,1000,20,0,0,980,980,0, true,0, null
999-CAC000418-E,250,228,1,0,21,21,0, true,0, null
160-PCC000002-E,133,0,0,0,133,133,0, true,0, null
999-BGC000012-E,170,0,5,0,165,165,0, true,0,1436
999-ACC000006-E,400,0,8,0,392,392,0, true,0,1447
999-CAC000108-E,144,6,0,0,138,138,0, true,0, null
999-CAC000328-E,975,48,39,0,888,888,0, true,0, null
999-CJC000005-E,1070,130,0,0,940,940,0, true,0,1490
999-ACC316503-E,134,0,7,0,127,127,0, true,0, null
999-AYC000262-E,2591,120,180,0,2291,2291,0, true,0,1453
999-CAC000370-E,250,12,0,0,238,238,0, true,0, null
999-CLC000115-E,320,12,128,0,180,180,0, true,0,1453
999-AHC926750-E,300,175,75,0,50,50,0, true,0,1473
999-ACC315027-E,1045,898,140,0,7,7,0, true,0,1478
999-AYC000111-E,1630,922,94,0,614,614,0, true,0,1558
999-AYC000126-E,3680,3592,28,0,60,60,0, true,0, null
999-AYC000140-E,8362,1062,15,0,7285,7285,0, true,0,1479
999-BPC000015-E,770,118,31,0,621,621,0, true,0, null
104-PCC000001-E,768,768,0,0,0,0,0, true,0,1494
104-PCC000002-E,703,118,0,0,585,585,0, true,0,1494
999-ACC000017-E,13870,1416,44,0,12410,12410,0, true,0,1559
999-AYC000282-E,767,450,74,0,243,243,0, true,0,1808
999-BEC000139-E,1440,130,2,0,1308,1308,0, true,0,1479
999-CAC000069-E,800,118,0,0,682,682,0, true,0, null
999-CAC000100-E,1010,898,2,0,110,110,0, true,0,1479
999-CAC000106-E,780,118,3,0,659,659,0, true,0,1479
999-CAC000158-E,927,898,15,0,14,14,0, true,0,1479
999-CBC000049-E,10875,4654,1202,0,5019,5019,0, true,0,1493
998-CPC000091-M,450,198,5,0,247,247,0, true,0,1481
102-PCC000014-E,160,150,0,0,10,10,0, true,0, null
998-BBC000002-E,175,150,2,0,23,23,0, true,0, null
999-ADC000028-E,150,150,0,0,0,0,0, true,0,1482
999-AOC000033-E,240,150,90,0,0,0,0, true,0,1482
999-AYC000067-E,837,600,37,0,200,200,0, true,0,1808
999-AYC000188-E,1308,900,78,0,330,330,0, true,0,1808
999-AYC595257-E,3719,3592,66,0,61,61,0, true,0,1632
999-BBC000028-E,166,150,16,0,0,0,0, true,0,1482
999-CAC000222-E,150,75,0,0,75,75,0, true,0,1482
999-CAC000400-E,150,150,0,0,0,0,0, true,0, null
999-CLC000161-E,630,460,28,0,142,142,0, true,0,1482
999-BEC000161-E,800,118,0,0,682,682,0, true,0,1490
999-BGC000066-E,967,898,6,0,63,63,0, true,0,1627
999-BRC000030-E,855,118,2,0,735,735,0, true,0,1627
999-CLC000182-E,1020,898,2,0,120,120,0, true,0,152
999-BKC000017-E,169,6,0,0,163,163,0, true,0,1563
999-ACC000002-E,2510,236,935,0,1339,1339,0, true,0,1494
999-BPC000008-E,1628,236,7,0,1385,1385,0, true,0,1493
999-BPC000048-E,900,898,2,0,0,0,0, true,0, null
999-CLC000009-E,2020,236,47,0,1737,1737,0, true,0,28
999-CLC000078-E,1539,118,1,0,1420,1420,0, true,0,1597
999-CLC000081-E,1093,124,3,0,966,966,0, true,0,1522
999-ACC000089-E,5009,0,94,0,4915,4915,0, true,0,1550
999-AXC000084-E,240,150,1,0,89,89,0, true,0,1494
999-AYC000123-E,958,0,0,0,958,958,0, true,0, null
999-AYC000132-E,10553,0,13,0,10540,10540,0, true,0,1585
999-BPC000056-E,200,0,0,0,200,200,0, true,0,1494
999-CAC000070-E,425,6,1,0,418,418,0, true,0,1529
999-ACC000054-E,700,200,218,0,282,282,0, true,0,1808
999-BEC000159-E,900,118,0,0,782,782,0, true,0, null
999-BEC000165-E,998,898,29,0,71,71,0, true,0,1495
999-BJC000019-E,1034,118,0,0,916,916,0, true,0, null
999-BVC000075-E,2302,118,1,0,2183,2183,0, true,0,1946
140-PCC000001-E,22,20,0,0,2,2,0, true,0, null
140-PCC000002-E,20,20,0,0,0,0,0, true,0, null
001-PCC000027-E,140,6,0,0,134,134,0, true,0,1563
999-AYC000124-E,11210,486,740,0,9984,9984,0, true,0,1558
999-BEC000146-E,415,18,0,0,397,397,0, true,0,1522
999-BEC000150-E,110,6,0,0,104,104,0, true,0,1522
999-CAC000291-E,160,6,0,0,154,154,0, true,0,1522
998-CPC000097-M,80,80,0,0,0,0,0, true,0, null
998-CPC000216-M,130,125,0,0,5,5,0, true,0,1907
998-CPC000316-M,60,60,0,0,0,0,0, true,0, null
999-CAC000154-E,285,12,9,0,264,264,0, true,0,1530
999-CLC000080-E,155,6,0,0,149,149,0, true,0, null
999-CLC000169-E,325,12,0,0,313,313,0, true,0,1533
999-ACC516751-E,860,0,11,0,849,849,0, true,0,1550
999-AYC000036-E,400,6,310,0,84,84,0, true,0,1550
999-BCC000013-E,168,6,0,0,162,162,0, true,0,1550
999-CAC000476-E,127,0,5,0,122,122,0, true,0, null
999-CLC000007-E,175,6,3,0,166,166,0, true,0,1550
999-AYC000113-E,400,0,3,0,397,397,0, true,0,1553
999-BPC000018-E,330,12,17,0,301,301,0, true,0,1563
999-AYC000142-E,260,0,2,0,258,258,0, true,0, null
999-AYC393506-E,595,310,42,0,243,243,0, true,0,1558
999-BTC000004-E,104,0,0,0,104,104,0, true,0, null
999-ACC000094-E,7140,378,478,0,6284,6284,0, true,0,1563
999-AIC000074-E,220,6,105,0,109,109,0, true,0,1559
999-AYC000112-E,200,0,2,0,198,198,0, true,0, null
999-AYC000116-E,760,0,2,0,758,758,0, true,0, null
999-AYC000195-E,5530,1220,165,0,4145,4145,0, true,0,1597
999-ACC000304-E,100,48,52,0,0,0,0, true,0, null
999-ACC000314-E,1200,918,29,0,253,253,0, true,0, null
999-ACC000372-E,200,66,65,0,69,69,0, true,0, null
999-ACC000383-E,100,12,40,0,48,48,0, true,0, null
999-ACC000387-E,500,372,128,0,0,0,0, true,0, null
999-ACC000403-E,100,48,26,0,26,26,0, true,0, null
999-AHC000003-E,12,6,0,0,6,6,0, true,0, null
999-AJC000025-E,225,6,0,0,219,219,0, true,0,1563
999-AYC000009-E,360,12,96,0,252,252,0, true,0,1563
999-AYC000194-E,360,12,111,0,237,237,0, true,0,1563
999-AYC000526-E,100,6,94,0,0,0,0, true,0, null
999-AYC393251-E,300,12,55,0,233,233,0, true,0,1563
999-AYC395504-E,1190,922,237,0,31,31,0, true,0,1580
999-BEC000028-E,105,6,0,0,99,99,0, true,0,1563
999-BEC000141-E,273,12,0,0,261,261,0, true,0,1563
999-BPC000130-E,25,6,0,0,19,19,0, true,0, null
999-BRC000038-E,136,6,0,0,130,130,0, true,0,1751
999-BTC000006-E,120,6,3,0,111,111,0, true,0,1563
999-BVC000079-E,175,6,1,0,168,168,0, true,0,1563
999-CLC000006-E,270,38,0,0,232,232,0, true,0,1563
999-AYC000005-E,1350,620,83,0,647,647,0, true,0,30
999-AYC000141-E,1032,118,6,0,908,908,0, true,0, null
999-AYC000144-E,1669,118,39,0,1512,1512,0, true,0,34
999-BPC000047-E,1239,118,13,0,1108,1108,0, true,0,1577
999-AYC000283-E,2050,0,3,0,2047,2047,0, true,0, null
999-BRC000048-E,150,0,0,0,150,150,0, true,0, null
999-CECSMX020-M,50,24,1,0,25,25,0, true,0, null
999-CECSPP029-M,50,24,0,0,26,26,0, true,0, null
999-CECSPX003-M,250,12,19,0,219,219,0, true,0,1577
999-CECWPS000-M,450,24,70,0,356,356,0, true,0,1577
999-CFC000032-M,10,6,1,0,3,3,0, true,0, null
999-CFC000038-M,20,12,0,0,8,8,0, true,0, null
999-BGC000050-E,140,6,0,0,134,134,0, true,0,1578
999-CMC000032-E,19,6,5,0,8,8,0, true,0, null
999-AYC393254-E,500,0,1,0,499,499,0, true,0,1618
999-ACC000104-E,4200,150,57,0,3993,3993,0, true,0, null
999-AYC395524-E,5200,450,31,0,4719,4719,0, true,0,1597
999-CJC000018-E,160,150,2,0,8,8,0, true,0,1597
130-PCC000029-E,50,0,0,0,50,50,0, true,0,29
999-BPC000012-E,318,0,0,0,318,318,0, true,0,40
999-AXC000080-E,237,150,4,0,83,83,0, true,0,1609
999-CAC000312-E,880,118,0,0,762,762,0, true,0,1627
999-CAC001098-E,800,0,0,0,800,800,0, true,0, null
160-PCC000042-E,20,6,0,0,14,14,0, true,0, null
999-BEC000151-E,3000,236,8,0,2756,2756,0, true,0, null
998-CPC000085-M,20,20,0,0,0,0,0, true,0, null
998-CPC000315-M,40,40,0,0,0,0,0, true,0, null
998-CPC000725-M,20,20,0,0,0,0,0, true,0, null
998-CPC000730-M,20,20,0,0,0,0,0, true,0, null
999-CAC000309-E,110,0,0,0,110,110,0, true,0,1736
999-CAC000224-E,130,0,0,0,130,130,0, true,0, null
999-CAC000254-E,800,0,2,0,798,798,0, true,0, null
999-CAC000630-E,925,0,10,0,915,915,0, true,0, null
998-CPC000313-M,20,20,0,0,0,0,0, true,0, null
998-CPC000317-M,20,20,0,0,0,0,0, true,0, null
998-CPC000503-M,20,20,0,0,0,0,0, true,0, null
998-CPC000814-M,20,20,0,0,0,0,0, true,0, null
999-CLC000126-E,485,6,0,0,479,479,0, true,0,1769
115-CGC000019-M,60,60,0,0,0,0,0, true,0,1907
998-CPC000319-M,25,20,5,0,0,0,0, true,0, null
130-PCC000049-E,320,310,0,0,10,10,0, true,0, null
998-AOC000020-E,636,620,0,0,16,16,0, true,0, null
998-AOC000021-E,335,310,5,0,20,20,0, true,0, null
998-BBC000014-E,350,310,0,0,40,40,0, true,0, null
999-ACC000111-E,100,0,0,0,100,100,0, true,0, null
999-ACC000222-E,1900,1860,3,0,37,37,0, true,0, null
999-BBC000062-E,310,310,0,0,0,0,0, true,0, null
999-BEC000052-E,375,310,65,0,0,0,0, true,0,22
999-CAC000119-E,96,0,0,0,96,96,0, true,0, null
999-CECSCX014-M,400,154,1,0,245,245,0, true,0, null
999-CECSMX007-M,1350,1240,10,0,100,100,0, true,0,22
999-CECSPP008-M,50,0,0,0,50,50,0, true,0, null
999-CECSPX010-M,200,0,16,0,184,184,0, true,0, null
999-CECWPS016-M,2200,2170,30,0,0,0,0, true,0, null
998-BBC000019-E,332,310,22,0,0,0,0, true,0,29
999-AIC000013-E,538,0,11,0,527,527,0, true,0, null
999-BKC000010-E,95,0,0,0,95,95,0, true,0, null
999-CLC000052-E,100,0,5,0,95,95,0, true,0, null
999-CLC000283-E,310,310,0,0,0,0,0, true,0, null
999-CLC000308-E,310,310,0,0,0,0,0, true,0, null
999-CLC000426-E,360,310,2,0,48,48,0, true,0, null
999-AYC000319-E,420,310,56,0,54,54,0, true,0, null
999-AYC000350-E,936,310,54,0,572,572,0, true,0,29
999-AYC000401-E,350,310,6,0,34,34,0, true,0, null
999-BBC000013-E,100,0,0,0,100,100,0, true,0, null
999-BLC000001-E,200,0,0,0,200,200,0, true,0, null
999-BVC000025-E,190,0,0,0,190,190,0, true,0, null
999-CAC000206-E,95,0,0,0,95,95,0, true,0, null
999-CAC000243-E,95,0,0,0,95,95,0, true,0, null
999-CLC000257-E,350,310,0,0,40,40,0, true,0,29
999-ACC000228-E,2000,1860,41,0,99,99,0, true,0, null
999-AIC000015-E,200,0,0,0,200,200,0, true,0, null
999-AYC000098-E,300,0,6,0,294,294,0, true,0, null
999-AYC000148-E,200,0,10,0,190,190,0, true,0, null
999-AYC000400-E,350,310,40,0,0,0,0, true,0, null
999-AYC000452-E,350,310,40,0,0,0,0, true,0, null
999-AYC000456-E,350,310,40,0,0,0,0, true,0, null
999-AYC595251-E,227,0,17,0,210,210,0, true,0, null
999-BVC000005-E,99,0,5,0,94,94,0, true,0, null
103-CDC000003-M,190,0,30,0,160,160,0, true,0, null
120-CGC000010-M,20,0,0,0,20,20,0, true,0, null
130-CDA000058-M,326,310,0,0,16,16,0, true,0,161
130-CGC000038-M,20,0,0,0,20,20,0, true,0, null
130-CGC000121-M,314,310,0,0,4,4,0, true,0,31
203-CDA000023-M,95,0,0,0,95,95,0, true,0, null
203-CDC000016-M,95,0,40,0,55,55,0, true,0, null
203-CGC000018-M,95,0,0,0,95,95,0, true,0, null
998-BZA000283-X,190,0,1,0,189,189,0, true,0, null
998-CFA000005-M,931,930,1,0,0,0,0, true,0,31
998-CFC000023-M,95,0,2,0,93,93,0, true,0, null
998-CFC000031-M,391,310,0,0,81,81,0, true,0,266
999-AYC000161-E,520,0,5,0,515,515,0, true,0, null
999-AYC000327-E,2100,930,175,0,995,995,0, true,0,31
999-CAC000242-E,100,0,0,0,100,100,0, true,0, null
999-CFC000019-M,20,0,0,0,20,20,0, true,0, null
999-CFC000091-M,2200,2170,5,0,25,25,0, true,0, null
001-PCCSY5R03-E,96,0,0,0,96,96,0, true,0, null
999-AYC000146-E,279,0,13,0,266,266,0, true,0, null
999-AYC395289-E,500,0,40,0,460,460,0, true,0, null
999-ACC000056-E,350,310,40,0,0,0,0, true,0, null
999-AXC000017-E,200,0,2,0,198,198,0, true,0, null
999-AXC000128-E,950,930,20,0,0,0,0, true,0, null
999-AYC000128-E,350,0,15,0,335,335,0, true,0, null
999-AYC000287-E,354,310,44,0,0,0,0, true,0, null
999-AYC000366-E,650,620,30,0,0,0,0, true,0, null
999-AYC393504-E,1300,1240,60,0,0,0,0, true,0, null
999-AYC595263-E,750,310,92,0,348,348,0, true,0,33
999-BHC000002-E,200,0,12,0,188,188,0, true,0, null
999-CLC000116-E,300,0,3,0,297,297,0, true,0, null
999-CLC000223-E,310,310,0,0,0,0,0, true,0, null
999-AIC000119-E,650,620,19,0,11,11,0, true,0, null
999-AJC000042-E,350,306,0,0,44,44,0, true,0, null
999-ALC000001-E,650,150,1,0,499,499,0, true,0,34
999-AOC000030-E,470,465,0,0,5,5,0, true,0,34
999-AXC000104-E,650,620,0,0,30,30,0, true,0, null
999-AXC000113-E,350,310,40,0,0,0,0, true,0, null
999-AXC000126-E,650,620,7,0,23,23,0, true,0, null
999-AXC000127-E,315,304,0,0,11,11,0, true,0,34
999-AYC000534-E,350,310,40,0,0,0,0, true,0, null
999-BAA000002-E,1200,0,0,0,1200,1200,0, true,0, null
999-BEC000067-E,180,0,0,0,180,180,0, true,0,34
999-BEC000079-E,95,0,0,0,95,95,0, true,0, null
999-BGC000005-E,100,0,0,0,100,100,0, true,0, null
999-BTC000002-E,95,0,0,0,95,95,0, true,0, null
999-BVC000068-E,110,6,0,0,104,104,0, true,0, null
999-CAC000107-E,95,0,0,0,95,95,0, true,0, null
999-CAC000210-E,100,0,5,0,95,95,0, true,0, null
103-PCC000005-E,95,0,0,0,95,95,0, true,0, null
999-ADC000030-E,220,150,2,0,68,68,0, true,0, null
999-AXC000069-E,175,155,2,0,18,18,0, true,0, null
999-AYC000044-E,635,0,6,0,629,629,0, true,0,119
999-AYC000071-E,200,50,2,0,148,148,0, true,0, null
999-AYC000107-E,200,0,0,0,200,200,0, true,0, null
999-AYC000115-E,200,0,12,0,188,188,0, true,0, null
999-AYC000147-E,200,0,10,0,190,190,0, true,0, null
999-AYC000155-E,200,0,3,0,197,197,0, true,0, null
999-AYC000160-E,200,0,0,0,200,200,0, true,0, null
999-AYC595256-E,200,0,2,0,198,198,0, true,0, null
999-BEC000053-E,193,0,1,0,192,192,0, true,0,120
999-BSC000001-E,50,50,0,0,0,0,0, true,0, null
999-CAC000111-E,100,100,0,0,0,0,0, true,0, null
999-CAC000125-E,80,50,2,0,28,28,0, true,0, null
999-CAC000128-E,120,100,0,0,20,20,0, true,0, null
999-CBC000053-E,160,150,1,0,9,9,0, true,0, null
999-CBC000055-E,71,50,0,0,21,21,0, true,0, null
999-CJC000017-E,50,50,0,0,0,0,0, true,0, null
999-CJC000021-E,50,50,0,0,0,0,0, true,0, null
999-CLC000176-E,72,0,0,0,72,72,0, true,0, null
001-PCC000044-E,90,50,0,0,40,40,0, true,0, null
111-CDA000039-M,50,50,0,0,0,0,0, true,0, null
998-CPC000014-M,500,0,33,0,467,467,0, true,0, null
998-CPC000048-M,100,0,0,0,100,100,0, true,0, null
998-CPC000051-M,100,0,0,0,100,100,0, true,0, null
998-CPC000052-M,100,0,0,0,100,100,0, true,0, null
998-CPC000057-M,100,0,0,0,100,100,0, true,0, null
998-CPC000136-M,41,41,0,0,0,0,0, true,0, null
998-CPC000138-M,50,50,0,0,0,0,0, true,0, null
998-CPC000165-M,310,310,0,0,0,0,0, true,0,173
998-CPC000224-M,325,310,13,0,2,2,0, true,0,161
999-CECNSS011-M,210,200,0,0,10,10,0, true,0, null
999-CHC000007-X,100,100,0,0,0,0,0, true,0, null
998-CPC000167-M,310,310,0,0,0,0,0, true,0, null
998-CPC000572-M,50,50,0,0,0,0,0, true,0, null
999-CLC000287-E,320,310,10,0,0,0,0, true,0, null
999-BGC000062-E,103,0,1,0,102,102,0, true,0, null
998-CFC000030-M,104,0,0,0,104,104,0, true,0, null
